mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-18a-3p,NM_002608,PDGFB,3000,3025,0.923076923077,-25.4,1,0.000287524,0.397,0.0,0.0,-6.138845108269123,18,25,11,3UTR,,0,1
hsa-miR-19a-5p,NM_002608,PDGFB,2381,2397,0.846153846154,-18.8,1,2.612875e-05,0.5,0.0,0.0,-15.811570173637051,13,16,7,3UTR,,0,0
hsa-miR-19b-1-5p,NM_002608,PDGFB,3659,3672,0.923076923077,-20.8,1,1.009526e-05,0.397,0.0,0.0,-9.546562468637928,12,13,12,3UTR,,0,0
hsa-miR-19b-3p,NM_002608,PDGFB,2795,2815,0.846153846154,-18.6,1,2.531648e-09,0.471,0.0,0.0,-8.683814681824792,17,20,8,3UTR,,0,0
hsa-miR-19b-2-5p,NM_002608,PDGFB,3647,3672,0.846153846154,-20.6,1,1.009526e-05,0.397,0.0,0.0,-9.546562468637928,12,14,12,3UTR,,0,0
hsa-miR-21-3p,NM_002608,PDGFB,698,733,0.923076923077,-23.8,1,0.0001903909,0.426,0.0,0.0,-3.793324837357118,18,24,10,5UTR,,0,0
hsa-miR-22-5p,NM_002608,PDGFB,2496,2520,0.846153846154,-21.1,1,0.0002870549,0.441,0.0,0.0,-3.937574446201665,22,24,18,3UTR,,0,0
hsa-miR-22-5p,NM_002608,PDGFB,1300,1319,0.846153846154,-19.7,1,3.229979e-06,0.353,0.0,0.0,-10.39884692653892,16,19,11,CDS,,0,0
hsa-miR-22-5p,NM_002608,PDGFB,2190,2208,0.846153846154,-18.4,1,9.291248e-05,0.368,0.0,0.0,-6.851148393071081,15,18,13,3UTR,,0,0
hsa-miR-23a-5p,NM_002608,PDGFB,135,160,0.846153846154,-27.9,1,0.0004977008,0.279,0.0,0.0,-8.056611621014136,17,25,9,5UTR,,0,0
hsa-miR-23a-5p,NM_002608,PDGFB,1157,1181,1.0,-27.7,1,0.0007663851,0.382,0.0,0.0,-3.937574446201665,21,24,9,CDS,,0,0
hsa-miR-23a-3p,NM_002608,PDGFB,3755,3781,0.846153846154,-21.5,1,0.001520984,0.424,0.0,0.0,-9.546562468637928,13,15,13,3UTR,,0,0
hsa-miR-23a-3p,NM_002608,PDGFB,1616,1635,0.846153846154,-19.0,1,1.098864e-05,0.368,0.0,0.0,-4.761823477911366,13,19,7,CDS,,0,0
hsa-miR-24-1-5p,NM_002608,PDGFB,3225,3238,1.0,-20.9,1,2.413859e-05,0.412,0.0,0.0,-7.075458407091997,12,13,12,3UTR,,0,0
hsa-miR-24-3p,NM_002608,PDGFB,1342,1366,0.923076923077,-24.8,1,0.0023107,0.368,0.0,0.0,-5.529863923972706,18,24,9,CDS,,0,0
hsa-miR-24-3p,NM_002608,PDGFB,2156,2177,0.807692307692,-23.2,1,0.0001058853,0.324,0.0,0.0,-4.993964104447428,16,21,8,3UTR,,0,0
hsa-miR-24-3p,NM_002608,PDGFB,1229,1247,0.846153846154,-20.8,1,0.0005051759,0.382,0.0,0.0,-6.5795178405566155,14,18,7,CDS,,0,0
hsa-miR-24-2-5p,NM_002608,PDGFB,3203,3238,1.0,-21.3,1,2.413859e-05,0.412,0.0,0.0,-7.075458407091997,12,14,12,3UTR,,0,0
hsa-miR-24-2-5p,NM_002608,PDGFB,3009,3032,0.846153846154,-19.4,1,0.001250842,0.426,0.0,0.0,-9.96276789204331,15,23,7,3UTR,,0,0
hsa-miR-25-5p,NM_002608,PDGFB,875,892,0.846153846154,-26.1,1,5.469255e-06,0.176,0.0,0.0,-6.969596721160855,15,17,9,5UTR,,0,0
hsa-miR-25-5p,NM_002608,PDGFB,608,622,1.0,-23.5,1,3.414336e-07,0.412,0.0,0.0,-8.838164853028402,13,14,13,5UTR,,0,0
hsa-miR-25-5p,NM_002608,PDGFB,534,556,0.923076923077,-23.0,1,0.000117454,0.471,0.0,0.0,-3.793324837357118,16,22,9,5UTR,,0,0
hsa-miR-25-3p,NM_002608,PDGFB,1555,1572,0.846153846154,-21.6,1,0.002058724,0.485,0.0,0.0,-8.81343632025268,15,17,10,CDS,,0,0
hsa-miR-26b-3p,NM_002608,PDGFB,3234,3254,0.846153846154,-22.0,1,3.146867e-07,0.382,0.0,0.0,-7.682187029836714,18,20,16,3UTR,,0,0
hsa-miR-28-3p,NM_002608,PDGFB,3185,3210,0.846153846154,-22.0,1,2.243352e-06,0.426,0.0,0.0,-9.075983850792646,18,25,8,3UTR,,0,0
hsa-miR-28-3p,NM_002608,PDGFB,1814,1838,0.846153846154,-21.4,1,0.001063082,0.471,0.0,0.0,-11.501256917078504,18,24,8,CDS,,0,0
hsa-miR-30a-3p,NM_002608,PDGFB,1477,1491,0.846153846154,-19.2,1,3.877841e-07,0.294,0.0,0.0,-12.661031639378827,13,14,13,CDS,,0,0
hsa-miR-31-5p,NM_002608,PDGFB,2016,2030,1.0,-24.5,1,0.0001660573,0.397,0.0,0.0,-4.761823477911366,13,14,13,3UTR,,0,0
hsa-miR-31-3p,NM_002608,PDGFB,2892,2911,0.923076923077,-17.5,1,0.01235382,0.676,0.0,0.0,-11.053993922763574,16,19,10,3UTR,,0,0
hsa-miR-32-3p,NM_002608,PDGFB,3592,3607,0.846153846154,-16.4,1,0.003398068,0.456,0.0,0.0,-10.282012028888563,13,15,10,3UTR,,0,0
hsa-miR-33a-5p,NM_002608,PDGFB,1501,1517,0.846153846154,-18.8,1,9.061277e-05,0.309,0.0,0.0,-5.334299408520449,14,16,9,CDS,,0,0
hsa-miR-92a-3p,NM_002608,PDGFB,3090,3139,0.923076923077,-22.0,1,2.060901e-05,0.338,0.0,0.0,-4.95700071937229,19,49,7,3UTR,,0,0
hsa-miR-92a-2-5p,NM_002608,PDGFB,1491,1526,0.846153846154,-26.0,1,0.0001308225,0.353,0.0,0.0,-6.236470572775607,16,35,8,CDS,,0,0
hsa-miR-92a-2-5p,NM_002608,PDGFB,1992,2009,1.0,-23.0,1,8.198533e-05,0.309,0.0,0.0,-6.969596721160855,15,17,12,3UTR,,0,0
hsa-miR-93-5p,NM_002608,PDGFB,1130,1152,0.923076923077,-23.9,1,4.753018e-05,0.382,0.0,0.0,-12.371336944048279,18,22,9,CDS,MIRT492785,1,0
hsa-miR-93-3p,NM_002608,PDGFB,596,623,0.846153846154,-21.0,1,1.56538e-05,0.412,0.0,0.0,-10.204762790161691,15,20,7,5UTR,,0,0
hsa-miR-96-5p,NM_002608,PDGFB,1506,1518,0.923076923077,-18.3,1,0.0001139235,0.324,0.0,0.0,-7.168005828254716,11,12,11,CDS,,0,0
hsa-miR-96-3p,NM_002608,PDGFB,3485,3516,0.846153846154,-22.6,1,0.0002307102,0.456,0.0,0.0,-7.7817751947826395,17,20,9,3UTR,,0,0
hsa-miR-99a-5p,NM_002608,PDGFB,1554,1573,0.897435897436,-19.2,1,0.001811284,0.485,0.0,0.0,-6.514540193678739,16,19,7,CDS,,0,0
hsa-miR-99a-3p,NM_002608,PDGFB,1261,1311,1.0,-28.2,1,5.836305e-06,0.382,0.0,0.0,-4.95700071937229,20,32,12,CDS,,0,0
hsa-miR-101-5p,NM_002608,PDGFB,2832,2867,0.923076923077,-20.0,1,0.05338445,0.647,0.0,0.0,-3.937574446201665,19,35,8,3UTR,,0,0
hsa-miR-101-5p,NM_002608,PDGFB,2159,2197,0.923076923077,-19.8,1,7.961613e-05,0.353,0.0,0.0,-7.382219742266031,15,18,14,3UTR,,0,0
hsa-miR-29b-1-5p,NM_002608,PDGFB,1610,1647,0.846153846154,-22.9,1,5.145211e-05,0.338,0.0,0.0,-3.937574446201665,21,37,9,CDS,,0,0
hsa-miR-29b-2-5p,NM_002608,PDGFB,2689,2709,0.846153846154,-20.9,1,0.008836074,0.471,0.0,0.0,-14.76030088619635,15,20,8,3UTR,,0,0
hsa-miR-103a-2-5p,NM_002608,PDGFB,3001,3023,1.0,-23.6,1,0.0006618379,0.426,0.0,0.0,-4.528774397607753,19,22,9,3UTR,,0,0
hsa-miR-103a-2-5p,NM_002608,PDGFB,2250,2271,1.0,-23.4,1,1.445236e-05,0.309,0.0,0.0,-5.892671223205703,17,21,8,3UTR,,0,0
hsa-miR-103a-2-5p,NM_002608,PDGFB,2170,2208,1.0,-22.8,1,9.291248e-05,0.368,0.0,0.0,-3.793324837357118,20,38,9,3UTR,,0,0
hsa-miR-103a-2-5p,NM_002608,PDGFB,1784,1804,0.846153846154,-21.8,1,0.01997813,0.426,0.0,0.0,-7.255896845946231,18,20,14,CDS,,0,0
hsa-miR-103a-1-5p,NM_002608,PDGFB,2170,2209,0.923076923077,-25.9,1,2.337671e-05,0.368,0.0,0.0,-3.937574446201665,21,39,9,3UTR,,0,0
hsa-miR-103a-1-5p,NM_002608,PDGFB,1524,1581,0.923076923077,-24.9,1,0.0006658787,0.485,0.0,0.0,-3.937574446201665,23,57,9,CDS,,0,0
hsa-miR-103a-1-5p,NM_002608,PDGFB,1784,1816,0.923076923077,-24.7,1,9.639648e-06,0.382,0.0,0.0,-5.180080914529843,21,32,13,CDS,,0,0
hsa-miR-105-5p,NM_002608,PDGFB,3483,3507,0.846153846154,-20.8,1,1.206989e-05,0.5,0.0,0.0,-10.282012028888563,17,24,5,3UTR,,0,0
hsa-miR-105-3p,NM_002608,PDGFB,3603,3650,0.846153846154,-24.2,1,1.417809e-05,0.471,0.0,0.0,-8.025986379406618,17,21,10,3UTR,,0,0
hsa-miR-106a-5p,NM_002608,PDGFB,1130,1152,0.846153846154,-25.0,1,4.753018e-05,0.382,0.0,0.0,-13.613843412376458,17,22,9,CDS,MIRT492781,1,0
hsa-miR-107,NM_002608,PDGFB,2643,2661,0.923076923077,-20.2,1,0.01278834,0.471,0.0,0.0,-13.29924160506766,16,18,9,3UTR,,0,0
hsa-miR-196a-5p,NM_002608,PDGFB,2773,2790,0.846153846154,-18.5,1,0.01707798,0.456,0.0,0.0,-13.89326466567703,15,17,9,3UTR,,0,0
hsa-miR-197-5p,NM_002608,PDGFB,2343,2384,0.846153846154,-29.7,1,0.01353296,0.412,0.0,0.0,-8.056611621014136,22,41,8,3UTR,,0,0
hsa-miR-197-3p,NM_002608,PDGFB,3092,3136,0.923076923077,-23.9,1,6.837404e-05,0.338,0.0,0.0,-4.95700071937229,19,44,9,3UTR,,0,0
hsa-miR-198,NM_002608,PDGFB,146,167,0.923076923077,-26.5,1,1.273521e-05,0.338,0.0,0.0,-8.131522241951796,16,21,8,5UTR,,0,0
hsa-miR-198,NM_002608,PDGFB,1283,1303,0.846153846154,-25.1,1,2.355429e-06,0.382,0.0,0.0,-5.692450279622925,17,20,7,CDS,,0,0
hsa-miR-199a-3p,NM_002608,PDGFB,1523,1538,0.846153846154,-19.3,1,1.190852e-06,0.368,0.0,0.0,-9.563624683110007,14,15,14,CDS,,0,0
hsa-miR-208a-5p,NM_002608,PDGFB,506,548,0.923076923077,-25.2,1,2.141842e-05,0.368,0.0,0.0,-4.993964104447428,17,42,9,5UTR,,0,0
hsa-miR-129-5p,NM_002608,PDGFB,318,340,0.916666666667,-22.7,1,0.0003116787,0.221,0.0,0.0,-6.618099312767468,18,22,9,5UTR,,0,0
hsa-miR-129-1-3p,NM_002608,PDGFB,2129,2151,0.923076923077,-22.4,1,0.001129774,0.338,0.0,0.0,-8.707035959654831,15,22,7,3UTR,,0,0
hsa-miR-129-1-3p,NM_002608,PDGFB,580,602,0.807692307692,-19.9,1,0.0002665375,0.456,0.0,0.0,-9.870711841670003,14,22,10,5UTR,,0,0
hsa-miR-129-1-3p,NM_002608,PDGFB,3010,3023,1.0,-18.7,1,0.0006618379,0.426,0.0,0.0,-9.272302669522894,11,13,9,3UTR,,0,0
hsa-miR-148a-5p,NM_002608,PDGFB,538,553,0.923076923077,-17.4,1,4.381095e-05,0.426,0.0,0.0,-10.85048803845289,14,15,14,5UTR,,0,0
hsa-miR-30c-2-3p,NM_002608,PDGFB,289,309,0.846153846154,-21.3,1,2.986325e-06,0.309,0.0,0.0,-10.33962130858725,14,20,8,5UTR,,0,0
hsa-miR-139-5p,NM_002608,PDGFB,2330,2403,0.846153846154,-20.9,1,0.0005513162,0.471,0.0,0.0,-5.694283598550164,21,73,8,3UTR,,0,0
hsa-miR-7-1-3p,NM_002608,PDGFB,2978,3020,0.807692307692,-20.8,1,0.002492843,0.412,0.0,0.0,-12.534536129684257,13,18,10,3UTR,,0,0
hsa-miR-7-2-3p,NM_002608,PDGFB,3207,3249,0.846153846154,-20.8,1,3.09701e-07,0.397,0.0,0.0,-10.103435098587651,14,19,11,3UTR,,0,0
hsa-miR-10a-3p,NM_002608,PDGFB,184,201,0.846153846154,-17.8,1,0.08891363,0.456,0.0,0.0,-10.371861657730689,14,17,11,5UTR,,0,0
hsa-miR-10a-3p,NM_002608,PDGFB,755,768,0.923076923077,-16.9,0,3.650648e-06,0.353,0.0,0.0,-18.35275140784295,11,13,9,5UTR,,0,0
hsa-miR-10b-5p,NM_002608,PDGFB,2779,2810,1.0,-22.5,1,1.477984e-08,0.471,0.0,0.0,-6.148579555084091,17,23,9,3UTR,,0,0
hsa-miR-10b-3p,NM_002608,PDGFB,3274,3293,0.923076923077,-28.5,1,2.767561e-06,0.382,0.0,0.0,-4.849714495602881,17,19,10,3UTR,,0,0
hsa-miR-34a-5p,NM_002608,PDGFB,694,729,0.923076923077,-22.1,1,0.00344506,0.426,0.0,0.0,-5.226705058867908,20,35,8,5UTR,,0,0
hsa-miR-34a-3p,NM_002608,PDGFB,1817,1876,0.846153846154,-23.1,1,1.611838e-05,0.574,0.0,0.0,-4.6730240064523,20,37,10,CDS,,0,0
hsa-miR-181a-5p,NM_002608,PDGFB,1821,1839,0.846153846154,-19.7,1,0.001230276,0.471,0.0,0.0,-11.230630368522041,15,18,9,3UTR,,0,0
hsa-miR-181b-5p,NM_002608,PDGFB,1821,1839,0.923076923077,-20.2,1,0.001230276,0.471,0.0,0.0,-9.988123900193862,16,18,9,3UTR,,0,0
hsa-miR-181c-5p,NM_002608,PDGFB,1793,1839,0.923076923077,-22.9,1,0.001230276,0.471,0.0,0.0,-7.163349424783512,16,19,10,CDS,,0,0
hsa-miR-182-5p,NM_002608,PDGFB,547,561,0.923076923077,-18.8,1,0.004583894,0.441,0.0,0.0,-10.515061109192176,13,14,13,5UTR,,0,0
hsa-miR-183-3p,NM_002608,PDGFB,2643,2665,0.923076923077,-19.2,0,0.03634536,0.456,0.0,0.0,-15.775785660365873,14,22,9,3UTR,,0,0
hsa-miR-187-5p,NM_002608,PDGFB,535,567,0.923076923077,-27.0,1,0.001156131,0.456,0.0,0.0,-12.980732482273073,18,32,8,5UTR,,0,0
hsa-miR-187-3p,NM_002608,PDGFB,1362,1392,0.846153846154,-22.2,1,7.863902e-05,0.353,0.0,0.0,-7.140128146953473,20,30,10,CDS,,0,0
hsa-miR-187-3p,NM_002608,PDGFB,160,203,1.0,-22.1,1,0.03189701,0.471,0.0,0.0,-4.95700071937229,19,43,7,5UTR,,0,0
hsa-miR-199b-5p,NM_002608,PDGFB,2721,2745,0.846153846154,-18.6,1,0.0003380068,0.456,0.0,0.0,-10.03546294900203,19,24,9,3UTR,,0,0
hsa-miR-199b-3p,NM_002608,PDGFB,1523,1538,0.846153846154,-19.3,1,1.190852e-06,0.368,0.0,0.0,-9.563624683110007,14,15,14,CDS,,0,0
hsa-miR-203a-5p,NM_002608,PDGFB,2185,2221,0.846153846154,-22.5,1,6.890232e-06,0.382,0.0,0.0,-5.495113920508112,22,36,12,3UTR,,0,0
hsa-miR-204-5p,NM_002608,PDGFB,2981,3009,0.923076923077,-21.3,1,0.0008191567,0.397,0.0,0.0,-4.794414363722071,19,28,8,3UTR,,0,0
hsa-miR-205-5p,NM_002608,PDGFB,3225,3251,0.846153846154,-23.3,1,1.318563e-07,0.397,0.0,0.0,-7.284377755798021,20,26,11,3UTR,,0,0
hsa-miR-205-5p,NM_002608,PDGFB,1319,1337,0.923076923077,-23.4,1,4.383602e-06,0.368,0.0,0.0,-7.073550458844025,17,18,17,CDS,,0,0
hsa-miR-205-3p,NM_002608,PDGFB,2569,2586,0.846153846154,-16.0,1,0.275465,0.456,0.0,0.0,-7.629121762004773,13,17,9,3UTR,,0,0
hsa-miR-210-5p,NM_002608,PDGFB,1827,1849,1.0,-27.9,1,0.006088504,0.485,0.0,0.0,-6.514540193678739,17,22,10,3UTR,,0,0
hsa-miR-210-5p,NM_002608,PDGFB,2988,3031,1.0,-27.9,1,0.00185901,0.426,0.0,0.0,-3.793324837357118,18,26,8,3UTR,,0,0
hsa-miR-211-3p,NM_002608,PDGFB,3134,3164,0.846153846154,-26.5,1,0.002503017,0.382,0.0,0.0,-7.307599033628058,18,30,7,3UTR,,0,0
hsa-miR-212-5p,NM_002608,PDGFB,2706,2745,0.846153846154,-24.9,1,0.0003380068,0.456,0.0,0.0,-4.650164754877524,18,25,6,3UTR,,0,0
hsa-miR-212-3p,NM_002608,PDGFB,2957,3014,0.846153846154,-25.9,1,0.008519181,0.382,0.0,0.0,-4.95700071937229,18,40,9,3UTR,,0,0
hsa-miR-214-5p,NM_002608,PDGFB,1604,1645,0.807692307692,-27.5,1,8.049509e-05,0.353,0.0,0.0,-3.937574446201665,21,26,12,CDS,,0,0
hsa-miR-214-5p,NM_002608,PDGFB,1820,1848,0.846153846154,-27.0,1,0.005775351,0.485,0.0,0.0,-4.95700071937229,20,28,11,3UTR,,0,0
hsa-miR-214-3p,NM_002608,PDGFB,1918,1936,0.923076923077,-23.5,1,0.002089317,0.456,0.0,0.0,-9.546562468637928,15,18,8,3UTR,,0,0
hsa-miR-216a-3p,NM_002608,PDGFB,929,950,1.0,-24.0,1,0.001565491,0.176,0.0,0.0,-8.056611621014136,16,21,12,5UTR,,0,0
hsa-miR-217-5p,NM_002608,PDGFB,2966,2977,1.0,-18.8,1,4.156127e-05,0.412,0.0,0.0,-8.071469890113187,10,11,10,3UTR,,0,0
hsa-miR-218-2-3p,NM_002608,PDGFB,700,720,1.0,-19.9,1,0.01653499,0.441,0.0,0.0,-7.731134586040165,16,20,10,5UTR,,0,0
hsa-miR-221-5p,NM_002608,PDGFB,2804,2838,0.923076923077,-20.3,1,0.0001154823,0.529,0.0,0.0,-7.91236201216959,14,16,14,3UTR,,0,0
hsa-miR-221-3p,NM_002608,PDGFB,635,699,0.846153846154,-24.7,1,0.0001706088,0.397,0.0,0.0,-3.793324837357118,19,33,11,5UTR,,0,0
hsa-miR-221-3p,NM_002608,PDGFB,1615,1648,0.846153846154,-21.6,1,4.629704e-05,0.353,0.0,0.0,-8.056611621014136,19,33,8,CDS,,0,0
hsa-miR-222-3p,NM_002608,PDGFB,2703,2749,0.923076923077,-21.1,1,0.0003542884,0.441,0.0,0.0,-9.456048547040908,17,46,8,3UTR,,0,0
hsa-miR-222-3p,NM_002608,PDGFB,1079,1103,0.846153846154,-20.5,1,0.0002186657,0.279,0.0,0.0,-11.824083456223962,18,24,12,5UTR,,0,0
hsa-miR-224-5p,NM_002608,PDGFB,3190,3213,0.923076923077,-22.1,1,1.397988e-06,0.412,0.0,0.0,-7.803670806344982,18,23,9,3UTR,,0,0
hsa-miR-224-3p,NM_002608,PDGFB,750,769,0.846153846154,-20.1,1,3.171269e-05,0.353,0.0,0.0,-16.044619253940663,14,19,7,5UTR,,0,0
hsa-miR-224-3p,NM_002608,PDGFB,2463,2478,0.923076923077,-19.4,1,3.572787e-06,0.412,0.0,0.0,-14.954730256116644,13,15,10,3UTR,,0,0
hsa-let-7i-3p,NM_002608,PDGFB,1819,1843,1.0,-24.0,1,0.00161002,0.485,0.0,0.0,-10.654402343224413,18,24,7,3UTR,,0,0
hsa-miR-23b-3p,NM_002608,PDGFB,3753,3781,0.923076923077,-24.7,1,0.001520984,0.424,0.0,0.0,-9.546562468637928,18,21,15,3UTR,,0,0
hsa-miR-23b-3p,NM_002608,PDGFB,1598,1635,0.846153846154,-21.6,1,1.098864e-05,0.368,0.0,0.0,-4.761823477911366,18,37,7,CDS,,0,0
hsa-miR-27b-5p,NM_002608,PDGFB,782,798,0.923076923077,-18.5,1,2.169732e-05,0.25,0.0,0.0,-7.286573076321205,15,16,15,5UTR,,0,0
hsa-miR-30b-3p,NM_002608,PDGFB,3279,3307,1.0,-25.1,1,0.03544848,0.353,0.0,0.0,-9.592934641634889,16,22,9,3UTR,,0,0
hsa-miR-122-5p,NM_002608,PDGFB,2357,2375,1.0,-22.9,1,0.09714673,0.382,0.0,0.0,-11.493893402827934,17,18,17,3UTR,,0,0
hsa-miR-124-5p,NM_002608,PDGFB,3487,3507,0.846153846154,-21.6,1,1.206989e-05,0.5,0.0,0.0,-5.337011372228436,17,20,8,3UTR,,0,0
hsa-miR-124-3p,NM_002608,PDGFB,1858,1878,0.923076923077,-22.7,1,3.839319e-06,0.574,0.0,0.0,-8.82817512285937,17,20,13,3UTR,,0,0
hsa-miR-125b-1-3p,NM_002608,PDGFB,1302,1327,1.0,-27.8,1,3.432656e-09,0.382,0.0,0.0,-4.1706235265052785,20,25,15,CDS,,0,0
hsa-miR-125b-1-3p,NM_002608,PDGFB,1674,1696,0.846153846154,-27.8,1,0.007434047,0.338,0.0,0.0,-9.884564781105134,17,22,13,CDS,,0,0
hsa-miR-128-1-5p,NM_002608,PDGFB,1709,1748,0.846153846154,-33.6,1,1.334853e-07,0.353,0.0,0.0,-6.09222096393106,19,29,12,CDS,,0,0
hsa-miR-132-5p,NM_002608,PDGFB,1589,1602,1.0,-22.7,1,0.03732479,0.471,0.0,0.0,-7.052043616942562,12,13,12,CDS,,0,0
hsa-miR-132-3p,NM_002608,PDGFB,2177,2198,0.923076923077,-22.3,1,5.199607e-05,0.353,0.0,0.0,-4.95700071937229,17,21,12,3UTR,,0,0
hsa-miR-132-3p,NM_002608,PDGFB,2509,2529,0.846153846154,-22.0,1,5.679256e-05,0.426,0.0,0.0,-9.076037894184761,17,20,12,3UTR,,0,0
hsa-miR-133a-3p,NM_002608,PDGFB,1137,1163,0.923076923077,-24.8,1,1.226714e-07,0.382,0.0,0.0,-8.339878751753394,14,19,10,CDS,,0,0
hsa-miR-135a-2-3p,NM_002608,PDGFB,2582,2631,0.807692307692,-20.3,1,0.4409923,0.471,0.0,0.0,-4.993964104447428,19,38,12,3UTR,,0,0
hsa-miR-137-5p,NM_002608,PDGFB,839,862,1.0,-24.7,1,1.343282e-06,0.265,0.0,0.0,-8.707035959654831,16,23,11,5UTR,,0,0
hsa-miR-138-5p,NM_002608,PDGFB,762,808,0.923076923077,-29.2,1,2.815353e-05,0.265,0.0,0.0,-7.91236201216959,20,22,20,5UTR,,0,0
hsa-miR-138-5p,NM_002608,PDGFB,3586,3608,1.0,-28.6,1,0.0005273125,0.456,0.0,0.0,-4.849714495602881,19,22,12,3UTR,,0,0
hsa-miR-138-2-3p,NM_002608,PDGFB,2378,2404,0.923076923077,-23.6,1,0.002583671,0.485,0.0,0.0,-5.4812609810729835,19,26,8,3UTR,,0,0
hsa-miR-140-5p,NM_002608,PDGFB,936,955,0.846153846154,-23.4,1,1.058154e-08,0.176,0.0,0.0,-6.5006872542436085,17,19,11,5UTR,,0,0
hsa-miR-141-5p,NM_002608,PDGFB,1558,1577,1.0,-20.9,1,0.001357419,0.485,0.0,0.0,-6.013390377618052,17,19,13,CDS,,0,0
hsa-miR-141-5p,NM_002608,PDGFB,1594,1614,0.846153846154,-19.9,1,0.0002153463,0.456,0.0,0.0,-9.03925358921928,16,20,9,CDS,,0,0
hsa-miR-143-5p,NM_002608,PDGFB,1466,1486,1.0,-35.3,1,3.681464e-06,0.324,0.0,0.0,-5.495113920508112,18,20,16,CDS,,0,0
hsa-miR-143-3p,NM_002608,PDGFB,3578,3599,1.0,-20.7,1,0.0002249247,0.441,0.0,0.0,-10.117503029218716,16,21,6,3UTR,MIRT762656,0,0
hsa-miR-143-3p,NM_002608,PDGFB,2391,2413,0.923076923077,-18.4,1,0.0001539887,0.485,0.0,0.0,-5.838533207394711,18,22,8,3UTR,MIRT762656,0,0
hsa-miR-145-5p,NM_002608,PDGFB,3101,3122,0.923076923077,-25.3,1,4.341643e-06,0.324,0.0,0.0,-11.121246264222355,17,21,12,3UTR,,0,0
hsa-miR-153-5p,NM_002608,PDGFB,1531,1553,0.923076923077,-18.5,1,0.0004808644,0.397,0.0,0.0,-11.200076850535364,19,22,10,CDS,,0,0
hsa-miR-191-3p,NM_002608,PDGFB,830,858,0.923076923077,-24.9,1,3.978143e-05,0.279,0.0,0.0,-3.937574446201665,20,28,9,5UTR,,0,0
