mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-let-7e-5p,NM_004736,XPR1,2339,2364,0.865384615385,-20.2,1,0.1894182,0.544,0.0,0.0,-3.793324837357118,15,19,9,3UTR,,0,0
hsa-let-7e-3p,NM_004736,XPR1,5146,5164,0.846153846154,-20.4,1,2.70851e-06,0.426,0.0,0.0,-9.957570382207184,14,18,10,3UTR,,0,0
hsa-let-7f-1-3p,NM_004736,XPR1,7767,7784,0.923076923077,-17.2,1,0.007888903,0.544,0.0,0.0,-12.742763593712379,14,17,8,3UTR,,0,0
hsa-miR-15a-5p,NM_004736,XPR1,3641,3662,0.833333333333,-18.1,1,0.008950562,0.618,0.0,0.0,-8.81432218342424,18,21,14,3UTR,,1,1
hsa-miR-15a-3p,NM_004736,XPR1,8323,8340,1.0,-21.7,1,0.01491762,0.676,0.0,0.0,-4.1706235265052785,15,17,12,3UTR,,0,0
hsa-miR-15a-3p,NM_004736,XPR1,1,17,0.846153846154,-21.1,1,0.0281468,0.283,0.0,0.0,-14.470683329896865,14,16,7,5UTR,,0,0
hsa-miR-16-1-3p,NM_004736,XPR1,4475,4494,0.846153846154,-18.8,1,0.000442839,0.603,0.0,0.0,-12.797719769901386,16,19,8,3UTR,,0,0
hsa-miR-17-5p,NM_004736,XPR1,6983,7025,0.846153846154,-19.7,1,1.368132e-05,0.662,0.0,0.0,-9.546562468637928,18,42,11,3UTR,,0,0
hsa-miR-17-5p,NM_004736,XPR1,2757,2773,0.846153846154,-19.8,1,2.132768e-07,0.5,0.0,0.0,-10.080671321356581,12,16,6,3UTR,,0,0
hsa-miR-17-3p,NM_004736,XPR1,5662,5687,1.0,-18.6,1,0.0417801,0.588,0.0,0.0,-8.81343632025268,15,25,10,3UTR,,0,0
hsa-miR-18a-5p,NM_004736,XPR1,440,485,0.923076923077,-23.3,1,0.0006951296,0.544,0.0,0.0,-9.546562468637928,15,19,12,CDS,,0,0
hsa-miR-18a-5p,NM_004736,XPR1,2757,2773,0.923076923077,-20.0,1,2.132768e-07,0.5,0.0,0.0,-7.255896845946231,13,16,7,3UTR,,0,0
hsa-miR-18a-3p,NM_004736,XPR1,18,42,0.846153846154,-23.1,1,0.01895768,0.279,0.0,0.0,-12.519760981188284,15,24,8,5UTR,,0,0
hsa-miR-18a-3p,NM_004736,XPR1,7921,7958,0.923076923077,-23.2,1,0.02816665,0.632,0.0,0.0,-6.825347112316308,20,37,11,3UTR,,0,0
hsa-miR-19a-5p,NM_004736,XPR1,2049,2077,0.923076923077,-22.2,1,7.436747e-05,0.471,0.0,0.0,-5.3856143151281595,19,28,12,CDS,,0,0
hsa-miR-19a-5p,NM_004736,XPR1,2780,2801,0.923076923077,-17.6,1,0.106539,0.603,0.0,0.0,-9.124243238890251,15,21,9,3UTR,,0,0
hsa-miR-19b-1-5p,NM_004736,XPR1,6247,6272,1.0,-23.3,1,0.000110244,0.471,0.0,0.0,-4.849714495602881,19,25,7,3UTR,,0,0
hsa-miR-19b-1-5p,NM_004736,XPR1,1074,1107,0.923076923077,-22.5,1,0.02097088,0.603,0.0,0.0,-3.937574446201665,22,33,13,CDS,,0,0
hsa-miR-19b-1-5p,NM_004736,XPR1,5242,5278,0.846153846154,-21.2,1,8.350866e-05,0.441,0.0,0.0,-5.226705058867908,21,36,8,3UTR,,0,0
hsa-miR-19b-3p,NM_004736,XPR1,7057,7075,1.0,-17.2,1,0.001148108,0.632,0.0,0.0,-4.026373917660731,14,18,7,3UTR,,0,0
hsa-miR-19b-2-5p,NM_004736,XPR1,5298,5321,0.923076923077,-21.6,1,0.002812737,0.485,0.0,0.0,-5.337011372228436,18,23,7,3UTR,,0,0
hsa-miR-19b-2-5p,NM_004736,XPR1,6254,6272,0.846153846154,-17.6,1,0.000110244,0.471,0.0,0.0,-4.849714495602881,14,18,7,3UTR,,0,0
hsa-miR-20a-5p,NM_004736,XPR1,1578,1602,0.923076923077,-19.2,1,0.06678149,0.515,0.0,0.0,-9.546562468637928,18,24,9,CDS,,0,0
hsa-miR-20a-5p,NM_004736,XPR1,872,887,0.846153846154,-18.3,1,0.0001223021,0.471,0.0,0.0,-18.24977733463906,13,15,8,CDS,,0,0
hsa-miR-20a-3p,NM_004736,XPR1,7210,7230,0.846153846154,-18.1,1,3.423941e-05,0.588,0.0,0.0,-7.483038834232987,11,13,11,3UTR,,0,0
hsa-miR-21-5p,NM_004736,XPR1,5100,5119,0.923076923077,-17.0,1,0.001189507,0.559,0.0,0.0,-15.867486499845484,15,19,12,3UTR,,0,0
hsa-miR-21-5p,NM_004736,XPR1,7745,7764,0.846153846154,-16.6,1,1.817576e-05,0.5,0.0,0.0,-12.919167058989059,15,19,7,3UTR,,0,0
hsa-miR-21-3p,NM_004736,XPR1,2659,2679,1.0,-25.0,1,1.503304e-05,0.574,0.0,0.0,-9.546562468637928,16,20,9,3UTR,,0,0
hsa-miR-22-5p,NM_004736,XPR1,947,959,0.923076923077,-21.1,0,0.01766259,0.676,0.0,0.0,-17.110244939514768,11,12,11,CDS,,0,1
hsa-miR-22-5p,NM_004736,XPR1,7176,7204,1.0,-20.2,1,0.01400873,0.515,0.0,0.0,-4.849714495602881,19,28,10,3UTR,,0,1
hsa-miR-22-5p,NM_004736,XPR1,7923,7945,0.923076923077,-18.9,1,0.06864356,0.618,0.0,0.0,-6.199507187700468,18,22,9,3UTR,,0,1
hsa-miR-22-3p,NM_004736,XPR1,4700,4720,1.0,-19.2,1,0.02516571,0.588,0.0,0.0,-5.337011372228436,16,20,11,3UTR,,0,0
hsa-miR-22-3p,NM_004736,XPR1,3379,3412,0.826923076923,-18.2,1,0.009288612,0.662,0.0,0.0,-11.128578504378995,18,33,10,3UTR,,0,0
hsa-miR-23a-5p,NM_004736,XPR1,5943,5963,1.0,-29.4,1,9.217793e-05,0.544,0.0,0.0,-8.913451538534543,16,20,8,3UTR,,0,0
hsa-miR-23a-5p,NM_004736,XPR1,4046,4067,1.0,-25.4,1,0.001405698,0.662,0.0,0.0,-6.537650639318747,16,21,9,3UTR,,0,0
hsa-miR-23a-5p,NM_004736,XPR1,1948,1986,0.923076923077,-24.7,1,0.01723816,0.5,0.0,0.0,-5.180080914529843,17,38,8,CDS,,0,0
hsa-miR-23a-5p,NM_004736,XPR1,3143,3163,1.0,-24.7,1,0.06873515,0.544,0.0,0.0,-9.816014836792442,16,20,9,3UTR,,0,0
hsa-miR-23a-3p,NM_004736,XPR1,3302,3319,1.0,-17.2,1,0.003210033,0.559,0.0,0.0,-6.936790066878343,15,17,11,3UTR,,0,0
hsa-miR-24-1-5p,NM_004736,XPR1,275,301,0.923076923077,-25.7,1,0.001454674,0.529,0.0,0.0,-6.071582287698324,18,26,9,CDS,,0,0
hsa-miR-24-3p,NM_004736,XPR1,1753,1799,0.846153846154,-23.9,1,0.0001733759,0.529,0.0,0.0,-3.793324837357118,19,46,9,CDS,,0,0
hsa-miR-24-2-5p,NM_004736,XPR1,257,301,0.923076923077,-24.8,1,0.001454674,0.529,0.0,0.0,-5.838533207394711,19,26,10,CDS,,0,0
hsa-miR-25-5p,NM_004736,XPR1,1943,1984,0.846153846154,-21.9,1,0.01392474,0.485,0.0,0.0,-11.254033235030066,15,20,9,CDS,,0,0
hsa-miR-25-3p,NM_004736,XPR1,5263,5334,0.846153846154,-26.4,1,6.517226e-05,0.485,0.0,0.0,-3.937574446201665,20,51,13,3UTR,,1,0
hsa-miR-26b-3p,NM_004736,XPR1,3,25,1.0,-25.1,1,0.0340017,0.333,0.0,0.0,-9.115567251347505,17,22,8,5UTR,,0,1
hsa-miR-26b-3p,NM_004736,XPR1,7019,7042,0.916666666667,-20.6,1,0.002863105,0.647,0.0,0.0,-4.849714495602881,19,23,7,3UTR,,0,1
hsa-miR-27a-5p,NM_004736,XPR1,419,439,1.0,-24.4,1,0.0001831708,0.529,0.0,0.0,-11.530484768797484,16,20,8,CDS,,0,0
hsa-miR-27a-5p,NM_004736,XPR1,723,743,0.923076923077,-23.7,1,0.0001511452,0.5,0.0,0.0,-10.997449611005424,17,20,8,CDS,,0,0
hsa-miR-27a-5p,NM_004736,XPR1,1376,1401,1.0,-22.6,1,1.410339e-06,0.529,0.0,0.0,-5.08245545002336,18,25,6,CDS,,0,0
hsa-miR-28-5p,NM_004736,XPR1,1767,1803,0.846153846154,-21.9,1,0.0001471364,0.515,0.0,0.0,-5.035831305685297,20,25,11,CDS,,0,0
hsa-miR-28-5p,NM_004736,XPR1,5053,5067,1.0,-17.8,1,0.0003790647,0.618,0.0,0.0,-7.488945926249844,11,14,6,3UTR,,0,0
hsa-miR-28-3p,NM_004736,XPR1,5117,5134,0.846153846154,-19.3,1,0.0003188449,0.456,0.0,0.0,-8.82817512285937,15,17,12,3UTR,,0,0
hsa-miR-29a-5p,NM_004736,XPR1,2154,2171,1.0,-19.0,1,0.001305475,0.471,0.0,0.0,-5.838533207394711,16,17,16,CDS,,0,0
hsa-miR-30a-5p,NM_004736,XPR1,2511,2533,0.807692307692,-17.4,1,0.007676736,0.735,0.0,0.0,-6.747589273982352,18,22,10,3UTR,,1,1
hsa-miR-30a-3p,NM_004736,XPR1,153,175,0.846153846154,-22.6,1,0.0002324161,0.324,0.0,0.0,-10.117194903335584,19,22,8,5UTR,,0,0
hsa-miR-31-5p,NM_004736,XPR1,2064,2089,0.923076923077,-23.9,1,0.0001221579,0.426,0.0,0.0,-9.201492624835833,17,25,7,CDS,,0,1
hsa-miR-32-5p,NM_004736,XPR1,7020,7039,0.923076923077,-18.1,1,0.0002362258,0.662,0.0,0.0,-9.309086974488375,16,19,10,3UTR,MIRT131815,1,0
hsa-miR-33a-3p,NM_004736,XPR1,2062,2079,1.0,-19.2,1,0.0003122303,0.456,0.0,0.0,-4.95700071937229,15,17,8,CDS,,0,0
hsa-miR-92a-1-5p,NM_004736,XPR1,2606,2655,0.923076923077,-22.1,1,7.267833e-05,0.441,0.0,0.0,-3.937574446201665,23,49,9,3UTR,,0,0
hsa-miR-92a-1-5p,NM_004736,XPR1,3516,3535,0.923076923077,-20.5,1,0.02875201,0.603,0.0,0.0,-9.02428166311082,13,19,7,3UTR,,0,0
hsa-miR-92a-3p,NM_004736,XPR1,2759,2788,0.923076923077,-22.5,1,0.000611366,0.515,0.0,0.0,-7.7817751947826395,18,29,8,3UTR,MIRT131816,1,0
hsa-miR-92a-3p,NM_004736,XPR1,1056,1084,1.0,-22.5,1,0.0006018411,0.544,0.0,0.0,-8.056611621014136,18,23,6,CDS,MIRT131816,1,0
hsa-miR-92a-2-5p,NM_004736,XPR1,4017,4050,1.0,-22.3,1,0.02329254,0.574,0.0,0.0,-8.056611621014136,18,23,9,3UTR,,0,0
hsa-miR-92a-2-5p,NM_004736,XPR1,1625,1647,1.0,-21.5,1,0.006852683,0.559,0.0,0.0,-4.95700071937229,19,22,7,CDS,,0,0
hsa-miR-92a-2-5p,NM_004736,XPR1,4253,4280,1.0,-21.2,1,0.0001976215,0.647,0.0,0.0,-6.7623489216120145,19,27,6,3UTR,,0,0
hsa-miR-93-5p,NM_004736,XPR1,872,892,0.923076923077,-22.3,1,0.0004792569,0.5,0.0,0.0,-9.3473573412163,16,20,8,CDS,,0,0
hsa-miR-93-5p,NM_004736,XPR1,5129,5150,1.0,-22.2,1,8.850442e-07,0.397,0.0,0.0,-12.25512276139502,16,21,10,3UTR,,0,0
hsa-miR-93-5p,NM_004736,XPR1,5365,5384,0.846153846154,-21.5,1,9.541003e-05,0.515,0.0,0.0,-12.612428696479105,16,19,7,3UTR,,0,0
hsa-miR-93-3p,NM_004736,XPR1,2847,2872,0.923076923077,-25.9,1,3.061005e-05,0.632,0.0,0.0,-6.3934010304742,19,25,7,3UTR,,0,0
hsa-miR-93-3p,NM_004736,XPR1,859,875,0.846153846154,-22.2,1,0.0002088867,0.456,0.0,0.0,-10.307813309643338,15,16,15,CDS,,0,0
hsa-miR-95-5p,NM_004736,XPR1,6167,6195,0.923076923077,-19.4,1,0.0298652,0.647,0.0,0.0,-5.838533207394711,17,20,12,3UTR,,0,0
hsa-miR-95-3p,NM_004736,XPR1,1451,1483,0.846153846154,-18.8,1,0.00110983,0.588,0.0,0.0,-7.7817751947826395,18,32,8,CDS,,0,0
hsa-miR-96-5p,NM_004736,XPR1,2052,2076,0.846153846154,-18.1,1,2.478978e-05,0.456,0.0,0.0,-8.994485019960868,18,24,9,CDS,,0,0
hsa-miR-98-5p,NM_004736,XPR1,1917,1953,1.0,-19.0,1,0.04037745,0.574,0.0,0.0,-4.993964104447428,16,20,8,CDS,,0,0
hsa-miR-98-5p,NM_004736,XPR1,4218,4240,0.846153846154,-16.9,1,0.02882842,0.721,0.0,0.0,-7.163349424783512,18,22,9,3UTR,,0,0
hsa-miR-99a-5p,NM_004736,XPR1,2392,2429,0.923076923077,-22.8,1,4.433184e-05,0.544,0.0,0.0,-6.514540193678739,15,18,10,3UTR,,0,0
hsa-miR-99a-3p,NM_004736,XPR1,159,179,1.0,-25.3,1,8.61691e-05,0.324,0.0,0.0,-9.546562468637928,17,20,11,5UTR,,0,0
hsa-miR-100-5p,NM_004736,XPR1,1440,1463,0.846153846154,-17.7,1,0.006525452,0.618,0.0,0.0,-6.199507187700468,18,23,11,CDS,,0,0
hsa-miR-101-5p,NM_004736,XPR1,5981,6007,0.846153846154,-16.9,1,0.002336404,0.632,0.0,0.0,-5.226705058867908,15,21,6,3UTR,,0,0
hsa-miR-29b-1-5p,NM_004736,XPR1,7427,7463,0.923076923077,-20.2,1,0.01702226,0.618,0.0,0.0,-6.644936863088155,21,36,8,3UTR,,0,0
hsa-miR-29b-3p,NM_004736,XPR1,7070,7087,1.0,-18.1,1,9.723996e-05,0.618,0.0,0.0,-14.554018887968963,16,17,16,3UTR,,0,0
hsa-miR-29b-2-5p,NM_004736,XPR1,5195,5216,1.0,-19.2,1,0.003475137,0.559,0.0,0.0,-5.813840636892696,18,21,7,3UTR,,0,0
hsa-miR-29b-2-5p,NM_004736,XPR1,6047,6065,0.923076923077,-19.1,1,0.004277774,0.632,0.0,0.0,-8.707035959654831,13,18,8,3UTR,,0,0
hsa-miR-103a-2-5p,NM_004736,XPR1,1,22,0.846153846154,-24.3,1,0.02623476,0.314,0.0,0.0,-8.517224755033276,18,21,8,5UTR,,0,0
hsa-miR-103a-3p,NM_004736,XPR1,5837,5858,0.923076923077,-19.5,1,0.0001536456,0.5,0.0,0.0,-10.117194903335584,16,21,10,3UTR,,0,0
hsa-miR-103a-3p,NM_004736,XPR1,3299,3318,0.846153846154,-19.1,1,0.000479092,0.559,0.0,0.0,-15.964495770024342,15,19,7,3UTR,,0,0
hsa-miR-103a-1-5p,NM_004736,XPR1,1,22,0.846153846154,-24.3,1,0.02623476,0.314,0.0,0.0,-8.517224755033276,18,21,8,5UTR,,0,0
hsa-miR-103a-1-5p,NM_004736,XPR1,5112,5157,1.0,-23.0,1,6.765248e-08,0.426,0.0,0.0,-9.06124504818596,15,19,8,3UTR,,0,0
hsa-miR-105-5p,NM_004736,XPR1,3118,3141,0.923076923077,-20.7,1,0.0004929154,0.588,0.0,0.0,-9.546562468637928,17,23,7,3UTR,,0,0
hsa-miR-105-3p,NM_004736,XPR1,5113,5135,0.846153846154,-22.5,1,0.000461521,0.441,0.0,0.0,-6.971920133026242,18,22,12,3UTR,,0,0
hsa-miR-105-3p,NM_004736,XPR1,1898,1919,1.0,-21.4,1,0.0007105696,0.588,0.0,0.0,-5.1900497996759025,17,21,9,CDS,,0,0
hsa-miR-105-3p,NM_004736,XPR1,5253,5273,0.846153846154,-20.5,1,0.0002081259,0.471,0.0,0.0,-14.460021619594537,15,20,11,3UTR,,0,0
hsa-miR-106a-5p,NM_004736,XPR1,6983,7025,0.846153846154,-19.7,1,1.368132e-05,0.662,0.0,0.0,-9.546562468637928,18,42,11,3UTR,,0,0
hsa-miR-106a-5p,NM_004736,XPR1,2757,2773,0.846153846154,-19.8,1,2.132768e-07,0.5,0.0,0.0,-10.080671321356581,12,16,6,3UTR,,0,0
hsa-miR-106a-3p,NM_004736,XPR1,4232,4246,0.807692307692,-15.6,1,0.03915802,0.691,0.0,0.0,-6.246439457921665,12,14,6,3UTR,,0,0
hsa-miR-107,NM_004736,XPR1,7731,7762,0.846153846154,-20.4,1,1.14291e-05,0.5,0.0,0.0,-9.076037894184761,19,31,8,3UTR,,0,0
hsa-miR-107,NM_004736,XPR1,5837,5858,0.923076923077,-19.5,1,0.0001536456,0.5,0.0,0.0,-10.117194903335584,16,21,10,3UTR,,0,0
hsa-miR-107,NM_004736,XPR1,2933,2955,0.923076923077,-19.5,1,0.008679174,0.618,0.0,0.0,-13.6655996434504,17,22,11,3UTR,,0,0
hsa-miR-16-2-3p,NM_004736,XPR1,7016,7038,1.0,-21.0,1,0.000539902,0.662,0.0,0.0,-6.2305634807587476,20,22,18,3UTR,,0,0
hsa-miR-16-2-3p,NM_004736,XPR1,7743,7770,0.846153846154,-19.1,1,0.002533852,0.515,0.0,0.0,-5.838533207394711,16,20,11,3UTR,,0,0
hsa-miR-192-3p,NM_004736,XPR1,6237,6256,0.923076923077,-19.7,1,0.001483551,0.515,0.0,0.0,-5.962154619118543,16,19,8,3UTR,,0,0
hsa-miR-196a-5p,NM_004736,XPR1,2799,2821,1.0,-21.0,1,0.02439438,0.706,0.0,0.0,-4.528774397607753,17,22,13,3UTR,,0,0
hsa-miR-196a-5p,NM_004736,XPR1,3247,3283,0.923076923077,-21.1,1,0.02032403,0.574,0.0,0.0,-5.08245545002336,20,24,16,3UTR,,0,0
hsa-miR-197-5p,NM_004736,XPR1,7563,7611,1.0,-27.5,1,0.0282386,0.544,0.0,0.0,-5.1900497996759025,19,28,9,3UTR,,0,0
hsa-miR-197-5p,NM_004736,XPR1,5344,5373,0.923076923077,-26.3,1,0.0004942632,0.471,0.0,0.0,-11.374879977366588,16,19,9,3UTR,,0,0
hsa-miR-197-3p,NM_004736,XPR1,2858,2875,0.846153846154,-24.4,1,0.0005949644,0.632,0.0,0.0,-16.729201245407744,16,17,16,3UTR,,0,0
hsa-miR-197-3p,NM_004736,XPR1,5146,5164,0.846153846154,-21.2,1,2.70851e-06,0.426,0.0,0.0,-14.41554547120414,14,18,7,3UTR,,0,0
hsa-miR-198,NM_004736,XPR1,3373,3398,0.846153846154,-17.0,1,0.0001638605,0.588,0.0,0.0,-4.95700071937229,17,20,14,3UTR,,0,0
hsa-miR-198,NM_004736,XPR1,845,864,1.0,-24.7,1,4.740936e-05,0.441,0.0,0.0,-6.246131332038532,16,19,10,CDS,,0,0
hsa-miR-198,NM_004736,XPR1,7588,7611,1.0,-24.3,1,0.0282386,0.544,0.0,0.0,-6.969596721160855,18,23,10,3UTR,,0,0
hsa-miR-198,NM_004736,XPR1,146,165,1.0,-21.3,1,0.001959653,0.324,0.0,0.0,-10.696076032142887,15,19,7,5UTR,,0,0
hsa-miR-199a-5p,NM_004736,XPR1,1787,1818,0.923076923077,-20.9,1,0.001743266,0.515,0.0,0.0,-4.026373917660731,20,31,9,CDS,,0,0
hsa-miR-199a-5p,NM_004736,XPR1,3531,3557,0.923076923077,-19.2,1,0.00732979,0.603,0.0,0.0,-8.66230783992333,17,26,10,3UTR,,0,0
hsa-miR-199a-3p,NM_004736,XPR1,1527,1545,0.923076923077,-20.0,1,2.273211e-05,0.544,0.0,0.0,-5.838533207394711,16,18,11,CDS,,0,0
hsa-miR-208a-5p,NM_004736,XPR1,5108,5127,0.846153846154,-22.7,1,1.556997e-06,0.5,0.0,0.0,-6.071582287698324,15,19,6,3UTR,,0,0
hsa-miR-208a-5p,NM_004736,XPR1,5367,5384,0.846153846154,-20.9,1,9.541003e-05,0.515,0.0,0.0,-8.327025306798683,13,17,8,3UTR,,0,0
hsa-miR-208a-5p,NM_004736,XPR1,5308,5328,0.846153846154,-20.8,1,4.333945e-05,0.485,0.0,0.0,-5.035831305685297,16,20,8,3UTR,,0,0
hsa-miR-208a-3p,NM_004736,XPR1,4874,4897,0.846153846154,-17.7,1,0.008657705,0.676,0.0,0.0,-6.626141984894679,19,23,6,3UTR,,0,0
hsa-miR-129-1-3p,NM_004736,XPR1,1,13,0.846153846154,-19.2,1,0.0512155,0.286,0.0,0.0,-8.988687982858167,10,12,6,5UTR,,0,0
hsa-miR-129-1-3p,NM_004736,XPR1,168,181,0.846153846154,-19.0,1,5.683537e-05,0.338,0.0,0.0,-7.483038834232987,11,13,7,5UTR,,0,0
hsa-miR-129-1-3p,NM_004736,XPR1,1451,1477,1.0,-18.4,1,0.0174207,0.588,0.0,0.0,-5.925499359926538,15,26,8,CDS,,0,0
hsa-miR-148a-3p,NM_004736,XPR1,1161,1181,1.0,-17.8,1,3.452345e-05,0.515,0.0,0.0,-9.025110261568384,13,15,13,CDS,,0,0
hsa-miR-30c-2-3p,NM_004736,XPR1,1002,1027,0.923076923077,-17.8,1,0.0002440088,0.559,0.0,0.0,-6.782339277446944,16,18,16,CDS,,0,0
hsa-miR-30c-2-3p,NM_004736,XPR1,3515,3534,1.0,-25.1,1,0.02261428,0.618,0.0,0.0,-3.937574446201665,16,19,9,3UTR,,0,0
hsa-miR-30c-2-3p,NM_004736,XPR1,1330,1353,1.0,-24.0,1,0.007666636,0.529,0.0,0.0,-7.396398505087125,17,23,6,CDS,,0,0
hsa-miR-30d-3p,NM_004736,XPR1,1012,1033,1.0,-18.7,1,0.02065041,0.603,0.0,0.0,-7.21462997259278,16,21,10,CDS,,0,0
hsa-miR-139-5p,NM_004736,XPR1,1954,1977,1.0,-24.4,1,0.02513182,0.515,0.0,0.0,-9.861343503275094,18,23,10,CDS,,0,0
hsa-miR-139-5p,NM_004736,XPR1,5242,5269,0.923076923077,-21.9,1,0.0001834603,0.471,0.0,0.0,-10.617438958149275,19,27,8,3UTR,,0,0
hsa-miR-139-3p,NM_004736,XPR1,1003,1025,1.0,-23.8,1,3.797393e-05,0.574,0.0,0.0,-6.5795178405566155,17,22,6,CDS,,0,0
hsa-miR-139-3p,NM_004736,XPR1,5199,5225,0.846153846154,-23.1,1,0.1321064,0.529,0.0,0.0,-5.850804021967834,18,26,8,3UTR,,0,0
hsa-miR-139-3p,NM_004736,XPR1,8460,8482,0.923076923077,-23.0,1,0.001837298,0.632,0.0,0.0,-10.840735675268357,17,22,9,3UTR,,0,0
hsa-miR-147a,NM_004736,XPR1,201,223,0.846153846154,-20.1,1,0.0004182582,0.412,0.0,0.0,-8.004855389940193,16,22,9,CDS,,0,0
hsa-miR-147a,NM_004736,XPR1,5057,5074,0.923076923077,-19.6,1,0.001198047,0.632,0.0,0.0,-12.408048357782313,14,17,8,3UTR,,0,0
hsa-miR-7-2-3p,NM_004736,XPR1,1773,1798,0.846153846154,-18.9,0,0.000221073,0.515,0.0,0.0,-15.566558404643448,13,16,11,CDS,,0,1
hsa-miR-7-2-3p,NM_004736,XPR1,2853,2891,0.846153846154,-19.6,1,0.0002665875,0.647,0.0,0.0,-5.08245545002336,19,32,13,3UTR,,0,1
hsa-miR-10b-5p,NM_004736,XPR1,647,659,0.846153846154,-15.2,1,0.0007277946,0.618,0.0,0.0,-6.907794008098015,11,12,11,CDS,,0,0
hsa-miR-10b-3p,NM_004736,XPR1,5948,5996,0.923076923077,-22.3,1,0.002894101,0.618,0.0,0.0,-3.937574446201665,19,48,11,3UTR,,0,0
hsa-miR-10b-3p,NM_004736,XPR1,2019,2044,0.923076923077,-18.7,1,0.05869058,0.515,0.0,0.0,-5.035831305685297,19,25,7,CDS,,0,0
hsa-miR-34a-5p,NM_004736,XPR1,2742,2767,0.846153846154,-24.4,1,1.42469e-06,0.529,0.0,0.0,-5.08245545002336,19,25,9,3UTR,,0,0
hsa-miR-34a-5p,NM_004736,XPR1,764,795,0.923076923077,-22.2,1,0.01556966,0.588,0.0,0.0,-13.442213433559626,16,31,9,CDS,,0,0
hsa-miR-34a-5p,NM_004736,XPR1,5237,5265,0.846153846154,-20.7,1,5.289482e-05,0.5,0.0,0.0,-3.793324837357118,19,28,11,3UTR,,0,0
hsa-miR-181b-3p,NM_004736,XPR1,1508,1551,0.923076923077,-21.6,1,0.0002617421,0.515,0.0,0.0,-5.925499359926538,16,21,12,CDS,,0,0
hsa-miR-181c-5p,NM_004736,XPR1,429,461,0.846153846154,-20.5,1,0.01522589,0.485,0.0,0.0,-5.813840636892696,18,32,8,CDS,,0,0
hsa-miR-181c-3p,NM_004736,XPR1,2641,2680,0.884615384615,-24.5,1,1.001996e-05,0.559,0.0,0.0,-3.937574446201665,21,28,10,3UTR,,0,0
hsa-miR-181c-3p,NM_004736,XPR1,8165,8183,0.923076923077,-20.2,1,0.007608069,0.544,0.0,0.0,-10.96029271361089,15,18,11,3UTR,,0,0
