mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-let-7e-3p,NM_002609,PDGFRB,2670,2694,0.846153846154,-22.2,1,0.0007569552,0.412,0.0,0.0,-14.374634335388576,17,24,7,CDS,,0,0
hsa-let-7f-2-3p,NM_002609,PDGFRB,2703,2726,0.923076923077,-19.6,1,9.536072e-05,0.485,0.0,0.0,-5.927332678853777,19,23,9,CDS,,0,0
hsa-miR-15a-3p,NM_002609,PDGFRB,5292,5322,0.846153846154,-28.4,1,0.001402863,0.412,0.0,0.0,-3.793324837357118,21,30,11,3UTR,,0,0
hsa-miR-16-1-3p,NM_002609,PDGFRB,4383,4417,1.0,-23.2,1,0.0003353797,0.412,0.0,0.0,-7.619188839132421,18,22,10,3UTR,,0,0
hsa-miR-17-3p,NM_002609,PDGFRB,1441,1481,0.846153846154,-24.1,1,1.175024e-05,0.412,0.0,0.0,-8.596055341346283,18,26,8,CDS,,0,0
hsa-miR-17-3p,NM_002609,PDGFRB,4488,4509,0.846153846154,-21.1,1,7.118589e-06,0.412,0.0,0.0,-8.82817512285937,16,21,10,3UTR,,0,0
hsa-miR-18a-5p,NM_002609,PDGFRB,5473,5497,0.923076923077,-21.9,1,0.0006588126,0.412,0.0,0.0,-3.937574446201665,19,24,8,3UTR,,0,0
hsa-miR-18a-5p,NM_002609,PDGFRB,2267,2285,0.846153846154,-19.3,1,1.789601e-06,0.279,0.0,0.0,-7.570929851924502,15,18,10,CDS,,0,0
hsa-miR-18a-3p,NM_002609,PDGFRB,207,229,1.0,-25.4,1,3.647939e-07,0.324,0.0,0.0,-7.826436638681261,20,22,18,5UTR,,0,0
hsa-miR-18a-3p,NM_002609,PDGFRB,2293,2309,0.846153846154,-24.5,1,5.250494e-06,0.294,0.0,0.0,-9.453763076134104,14,16,8,CDS,,0,0
hsa-miR-19b-2-5p,NM_002609,PDGFRB,5437,5483,0.846153846154,-19.1,1,1.824118e-05,0.397,0.0,0.0,-10.94438428712878,18,46,10,3UTR,,0,0
hsa-miR-19b-2-5p,NM_002609,PDGFRB,2817,2836,0.846153846154,-17.2,1,0.0002886807,0.456,0.0,0.0,-6.662782239104412,17,19,13,CDS,,0,0
hsa-miR-21-5p,NM_002609,PDGFRB,50,69,0.846153846154,-17.7,1,1.814656e-06,0.412,0.0,0.0,-8.559766261219163,16,19,9,5UTR,,0,0
hsa-miR-21-3p,NM_002609,PDGFRB,922,944,0.846153846154,-23.5,1,1.190894e-05,0.441,0.0,0.0,-9.609019008584706,18,22,7,CDS,,0,0
hsa-miR-22-5p,NM_002609,PDGFRB,1854,1874,0.923076923077,-20.4,1,6.441587e-06,0.353,0.0,0.0,-4.761823477911366,13,15,13,CDS,,0,0
hsa-miR-23a-5p,NM_002609,PDGFRB,4925,4943,0.846153846154,-31.9,1,0.0004733142,0.368,0.0,0.0,-10.693019942457818,15,18,8,3UTR,,0,0
hsa-miR-23a-5p,NM_002609,PDGFRB,642,678,0.923076923077,-29.9,1,0.0006014676,0.353,0.0,0.0,-4.1706235265052785,18,36,13,CDS,,0,0
hsa-miR-23a-5p,NM_002609,PDGFRB,3643,3669,1.0,-29.9,1,0.0001007981,0.353,0.0,0.0,-4.993964104447428,18,26,8,CDS,,0,0
hsa-miR-23a-3p,NM_002609,PDGFRB,4107,4126,0.846153846154,-19.0,1,6.32576e-08,0.441,0.0,0.0,-9.551605062602114,12,19,8,3UTR,,0,0
hsa-miR-23a-3p,NM_002609,PDGFRB,2087,2099,0.846153846154,-18.4,1,6.073069e-06,0.441,0.0,0.0,-9.779611548941542,11,12,11,CDS,,0,0
hsa-miR-24-1-5p,NM_002609,PDGFRB,5360,5375,1.0,-22.7,1,1.022074e-06,0.412,0.0,0.0,-6.148579555084091,13,15,9,3UTR,,0,0
hsa-miR-24-1-5p,NM_002609,PDGFRB,3946,3968,0.923076923077,-21.5,1,0.0003866177,0.368,0.0,0.0,-6.807031847948959,17,22,8,3UTR,,0,0
hsa-miR-24-3p,NM_002609,PDGFRB,4278,4294,1.0,-24.7,1,3.40313e-06,0.382,0.0,0.0,-4.993964104447428,15,16,15,3UTR,MIRT735355,1,1
hsa-miR-24-3p,NM_002609,PDGFRB,4406,4428,0.923076923077,-23.9,1,4.244075e-06,0.426,0.0,0.0,-4.1706235265052785,17,22,9,3UTR,MIRT735355,1,1
hsa-miR-24-2-5p,NM_002609,PDGFRB,5342,5375,1.0,-23.1,1,1.022074e-06,0.412,0.0,0.0,-6.148579555084091,13,16,9,3UTR,,0,0
hsa-miR-24-2-5p,NM_002609,PDGFRB,1414,1440,0.846153846154,-21.1,1,0.004572774,0.382,0.0,0.0,-4.906073086755913,17,26,9,CDS,,0,0
hsa-miR-25-5p,NM_002609,PDGFRB,307,324,0.923076923077,-21.5,1,0.03011922,0.426,0.0,0.0,-8.306035456483334,15,17,12,5UTR,,0,0
hsa-miR-25-5p,NM_002609,PDGFRB,4312,4346,0.846153846154,-20.7,1,0.1488007,0.412,0.0,0.0,-6.825347112316308,17,34,7,3UTR,,0,0
hsa-miR-25-3p,NM_002609,PDGFRB,1776,1794,0.846153846154,-19.4,1,5.874372e-06,0.353,0.0,0.0,-12.916587056064323,16,18,13,CDS,,0,0
hsa-miR-25-3p,NM_002609,PDGFRB,1461,1487,0.846153846154,-19.2,1,1.144375e-05,0.368,0.0,0.0,-6.33810089859339,20,26,8,CDS,,0,0
hsa-miR-26a-1-3p,NM_002609,PDGFRB,1169,1194,0.846153846154,-23.7,1,0.0006872944,0.471,0.0,0.0,-4.1706235265052785,21,25,12,CDS,,0,0
hsa-miR-26a-1-3p,NM_002609,PDGFRB,1339,1359,0.923076923077,-19.9,1,0.006864738,0.485,0.0,0.0,-6.199507187700468,17,20,7,CDS,,0,0
hsa-miR-26b-3p,NM_002609,PDGFRB,1730,1766,0.846153846154,-25.4,1,3.181836e-05,0.353,0.0,0.0,-3.793324837357118,20,36,11,CDS,,0,0
hsa-miR-26b-3p,NM_002609,PDGFRB,2302,2325,1.0,-24.0,1,1.116404e-06,0.324,0.0,0.0,-8.056611621014136,19,23,13,CDS,,0,0
hsa-miR-27a-5p,NM_002609,PDGFRB,3699,3721,0.846153846154,-23.6,1,7.938831e-05,0.338,0.0,0.0,-7.27063564855292,17,22,9,CDS,,0,0
hsa-miR-27a-5p,NM_002609,PDGFRB,2386,2413,0.923076923077,-23.1,1,0.005566242,0.485,0.0,0.0,-7.1080492929027015,18,27,9,CDS,,0,0
hsa-miR-27a-3p,NM_002609,PDGFRB,4626,4645,0.923076923077,-21.8,1,2.29543e-06,0.471,0.0,0.0,-6.549290197143331,17,19,13,3UTR,,0,0
hsa-miR-28-5p,NM_002609,PDGFRB,2177,2192,1.0,-21.8,1,0.0004750254,0.456,0.0,0.0,-5.813840636892696,13,15,11,CDS,,0,0
hsa-miR-28-5p,NM_002609,PDGFRB,3340,3359,0.846153846154,-21.0,1,0.005168074,0.471,0.0,0.0,-13.6655996434504,16,19,7,CDS,,0,0
hsa-miR-28-5p,NM_002609,PDGFRB,2869,2888,0.923076923077,-19.7,1,9.65577e-06,0.456,0.0,0.0,-8.303804028968646,15,19,9,CDS,,0,0
hsa-miR-29a-5p,NM_002609,PDGFRB,2731,2754,1.0,-19.4,1,0.01665751,0.515,0.0,0.0,-5.813840636892696,19,23,8,CDS,,0,0
hsa-miR-31-5p,NM_002609,PDGFRB,473,503,1.0,-26.1,1,2.315761e-05,0.368,0.0,0.0,-8.968751670415353,16,20,11,CDS,,0,0
hsa-miR-31-5p,NM_002609,PDGFRB,4633,4662,1.0,-22.8,1,9.58514e-06,0.426,0.0,0.0,-11.357007308233957,14,19,11,3UTR,,0,0
hsa-miR-33a-5p,NM_002609,PDGFRB,2675,2696,0.846153846154,-19.4,1,0.002260614,0.412,0.0,0.0,-7.629121762004773,17,21,11,CDS,,0,0
hsa-miR-33a-5p,NM_002609,PDGFRB,1339,1360,0.846153846154,-18.5,1,0.01093945,0.485,0.0,0.0,-8.513142116881099,17,21,11,CDS,,0,0
hsa-miR-33a-3p,NM_002609,PDGFRB,937,972,0.846153846154,-22.5,1,0.0005419116,0.426,0.0,0.0,-6.7623489216120145,21,35,10,CDS,,0,0
hsa-miR-33a-3p,NM_002609,PDGFRB,646,665,0.846153846154,-17.6,1,3.652389e-05,0.353,0.0,0.0,-6.3519538380285185,15,19,10,CDS,,0,0
hsa-miR-92a-3p,NM_002609,PDGFRB,1765,1794,0.923076923077,-24.7,1,5.874372e-06,0.353,0.0,0.0,-12.916587056064323,13,15,13,CDS,,0,0
hsa-miR-92a-3p,NM_002609,PDGFRB,2294,2312,0.846153846154,-23.7,1,8.456828e-07,0.309,0.0,0.0,-14.401049203701035,14,18,9,CDS,,0,0
hsa-miR-92a-2-5p,NM_002609,PDGFRB,2035,2057,0.846153846154,-24.2,1,2.156738e-05,0.426,0.0,0.0,-8.74030495019083,19,22,9,CDS,,0,0
hsa-miR-92a-2-5p,NM_002609,PDGFRB,4694,4711,0.923076923077,-22.0,1,1.011966e-05,0.485,0.0,0.0,-5.459754139171521,14,17,7,3UTR,,0,0
hsa-miR-93-5p,NM_002609,PDGFRB,2824,2843,0.923076923077,-24.2,1,0.0398868,0.456,0.0,0.0,-8.530345470504251,18,19,18,CDS,,0,1
hsa-miR-93-5p,NM_002609,PDGFRB,1536,1556,0.846153846154,-23.9,1,1.559839e-06,0.353,0.0,0.0,-9.572363749392704,15,20,7,CDS,,0,1
hsa-miR-93-5p,NM_002609,PDGFRB,3187,3210,0.846153846154,-21.1,1,0.0003222395,0.441,0.0,0.0,-8.648548035175398,18,23,9,CDS,,0,1
hsa-miR-93-3p,NM_002609,PDGFRB,3947,3965,1.0,-23.4,1,0.0001778183,0.368,0.0,0.0,-7.793845752870556,16,18,14,3UTR,,0,0
hsa-miR-95-3p,NM_002609,PDGFRB,2610,2639,0.923076923077,-20.5,1,2.853856e-08,0.338,0.0,0.0,-10.39884692653892,16,18,16,CDS,,0,0
hsa-miR-96-5p,NM_002609,PDGFRB,4614,4633,0.923076923077,-18.6,1,6.117882e-05,0.471,0.0,0.0,-8.212103189489033,16,19,8,3UTR,,0,0
hsa-miR-99a-3p,NM_002609,PDGFRB,498,517,1.0,-24.4,1,7.117989e-07,0.397,0.0,0.0,-11.18522411940593,14,19,9,CDS,,0,0
hsa-miR-99a-3p,NM_002609,PDGFRB,4512,4536,0.923076923077,-22.2,1,7.186609e-05,0.5,0.0,0.0,-11.230630368522041,17,24,9,3UTR,,0,0
hsa-miR-29b-1-5p,NM_002609,PDGFRB,337,361,1.0,-23.1,1,0.0005320766,0.485,0.0,0.0,-11.398282843874613,15,18,10,5UTR,,0,0
hsa-miR-29b-2-5p,NM_002609,PDGFRB,1230,1251,0.923076923077,-24.9,1,1.035943e-07,0.426,0.0,0.0,-10.342201311511984,18,21,10,CDS,,0,0
hsa-miR-29b-2-5p,NM_002609,PDGFRB,4633,4653,0.846153846154,-22.9,1,5.452979e-05,0.426,0.0,0.0,-8.671350354932274,16,20,6,3UTR,,0,0
hsa-miR-103a-2-5p,NM_002609,PDGFRB,5293,5315,0.846153846154,-25.9,1,1.684511e-05,0.382,0.0,0.0,-11.230630368522041,17,22,11,3UTR,,0,0
hsa-miR-103a-2-5p,NM_002609,PDGFRB,2390,2410,1.0,-21.3,1,0.00193391,0.5,0.0,0.0,-6.32496191835154,16,20,6,CDS,,0,0
hsa-miR-103a-3p,NM_002609,PDGFRB,4298,4318,1.0,-27.6,1,0.0006366336,0.426,0.0,0.0,-7.140128146953473,18,20,10,3UTR,,0,0
hsa-miR-103a-3p,NM_002609,PDGFRB,4654,4684,1.0,-24.7,1,0.01546543,0.441,0.0,0.0,-6.251209375382295,21,30,10,3UTR,,0,0
hsa-miR-103a-3p,NM_002609,PDGFRB,1973,1992,0.846153846154,-22.5,1,5.181941e-08,0.309,0.0,0.0,-9.794371196571205,17,19,13,CDS,,0,0
hsa-miR-103a-1-5p,NM_002609,PDGFRB,5293,5315,0.846153846154,-26.0,1,1.684511e-05,0.382,0.0,0.0,-11.230630368522041,17,22,11,3UTR,,0,0
hsa-miR-103a-1-5p,NM_002609,PDGFRB,2384,2411,1.0,-24.7,1,0.001544198,0.485,0.0,0.0,-6.469211527196086,17,22,6,CDS,,0,0
hsa-miR-105-5p,NM_002609,PDGFRB,1913,1947,0.923076923077,-24.7,0,0.003225361,0.382,0.0,0.0,-14.533279192037693,16,22,13,CDS,,0,0
hsa-miR-105-5p,NM_002609,PDGFRB,5382,5400,0.974358974359,-23.7,0,0.0007863126,0.309,0.0,0.0,-18.3913328800538,15,18,7,3UTR,,0,0
hsa-miR-105-5p,NM_002609,PDGFRB,5067,5090,0.846153846154,-21.9,1,0.0001589749,0.456,0.0,0.0,-13.6655996434504,17,23,7,3UTR,,0,0
hsa-miR-106a-3p,NM_002609,PDGFRB,5238,5261,0.846153846154,-19.7,1,0.0006991057,0.382,0.0,0.0,-14.452884708714317,17,23,10,3UTR,,0,0
hsa-miR-107,NM_002609,PDGFRB,4286,4318,1.0,-27.8,1,0.0006366336,0.426,0.0,0.0,-7.140128146953473,18,21,10,3UTR,,0,0
hsa-miR-107,NM_002609,PDGFRB,1969,1992,0.923076923077,-24.7,1,5.181941e-08,0.309,0.0,0.0,-9.794371196571205,20,23,13,CDS,,0,0
hsa-miR-192-3p,NM_002609,PDGFRB,2994,3013,1.0,-20.9,1,0.0003223491,0.485,0.0,0.0,-11.159842454336246,16,19,12,CDS,,0,0
hsa-miR-196a-5p,NM_002609,PDGFRB,5008,5041,0.846153846154,-24.0,1,4.210814e-05,0.382,0.0,0.0,-8.401646015436656,17,22,9,3UTR,,0,0
hsa-miR-197-3p,NM_002609,PDGFRB,1893,1948,0.846153846154,-30.7,1,0.001724627,0.382,0.0,0.0,-4.1706235265052785,20,35,11,CDS,,0,0
hsa-miR-198,NM_002609,PDGFRB,4697,4721,1.0,-28.5,1,0.0001302087,0.529,0.0,0.0,-5.459754139171521,19,24,9,3UTR,,0,0
hsa-miR-198,NM_002609,PDGFRB,5446,5467,1.0,-26.6,1,0.0001385805,0.397,0.0,0.0,-6.907794008098015,16,21,11,3UTR,,0,0
hsa-miR-199a-5p,NM_002609,PDGFRB,357,380,0.923076923077,-22.3,1,0.0005282876,0.441,0.0,0.0,-9.62023446832827,16,23,6,5UTR,,0,0
hsa-miR-199a-5p,NM_002609,PDGFRB,4858,4881,1.0,-22.1,1,3.399857e-06,0.426,0.0,0.0,-7.127663820060954,18,23,8,3UTR,,0,0
hsa-miR-199a-5p,NM_002609,PDGFRB,1185,1235,0.846153846154,-21.1,1,8.264041e-06,0.412,0.0,0.0,-3.937574446201665,23,50,8,CDS,,0,0
hsa-miR-199a-3p,NM_002609,PDGFRB,1123,1142,0.846153846154,-18.4,1,2.147549e-06,0.441,0.0,0.0,-7.793845752870556,17,19,14,CDS,,0,0
hsa-miR-208a-5p,NM_002609,PDGFRB,576,596,0.923076923077,-23.7,1,1.141707e-06,0.368,0.0,0.0,-8.056611621014136,16,20,12,CDS,,0,0
hsa-miR-208a-5p,NM_002609,PDGFRB,2995,3015,1.0,-22.9,1,1.092237e-05,0.485,0.0,0.0,-10.984985284112906,17,20,8,CDS,,0,0
hsa-miR-208a-5p,NM_002609,PDGFRB,3709,3727,1.0,-22.5,1,5.442699e-06,0.324,0.0,0.0,-8.145411092473203,15,18,9,CDS,,0,0
hsa-miR-208a-3p,NM_002609,PDGFRB,509,530,0.846153846154,-19.1,1,0.002576942,0.456,0.0,0.0,-10.420464600630412,16,21,9,CDS,,0,0
hsa-miR-129-5p,NM_002609,PDGFRB,1991,2031,0.923076923077,-26.0,1,0.0004607323,0.368,0.0,0.0,-4.794414363722071,20,24,9,CDS,,0,0
hsa-miR-129-5p,NM_002609,PDGFRB,5328,5344,0.846153846154,-22.6,1,0.0001075465,0.426,0.0,0.0,-9.546562468637928,13,16,9,3UTR,,0,0
hsa-miR-129-5p,NM_002609,PDGFRB,1787,1838,0.846153846154,-22.2,1,1.6467e-05,0.397,0.0,0.0,-6.251209375382295,19,51,7,CDS,,0,0
hsa-miR-129-1-3p,NM_002609,PDGFRB,5074,5089,0.923076923077,-18.0,1,7.519736e-05,0.471,0.0,0.0,-8.326025812318264,10,15,6,3UTR,,0,0
hsa-miR-148a-5p,NM_002609,PDGFRB,1594,1612,1.0,-21.6,1,0.0001858637,0.382,0.0,0.0,-8.750273835336888,14,18,8,CDS,,0,0
hsa-miR-148a-3p,NM_002609,PDGFRB,1978,1993,0.846153846154,-19.0,1,6.510668e-08,0.309,0.0,0.0,-4.761823477911366,13,15,9,CDS,,0,0
hsa-miR-30c-2-3p,NM_002609,PDGFRB,4980,5003,1.0,-25.3,1,4.737541e-05,0.368,0.0,0.0,-7.273100199569382,19,23,12,3UTR,,0,0
hsa-miR-30c-2-3p,NM_002609,PDGFRB,3294,3329,1.0,-25.3,1,1.861933e-06,0.412,0.0,0.0,-4.906073086755913,18,26,9,CDS,,0,0
hsa-miR-30d-3p,NM_002609,PDGFRB,15,33,0.846153846154,-19.7,1,0.0001010381,0.339,0.0,0.0,-15.718140253644634,15,18,6,5UTR,,0,0
hsa-miR-139-5p,NM_002609,PDGFRB,1893,1921,0.923076923077,-26.7,1,0.007976064,0.412,0.0,0.0,-6.969596721160855,22,28,9,CDS,,0,0
hsa-miR-147a,NM_002609,PDGFRB,4825,4843,0.846153846154,-19.3,1,0.004912103,0.485,0.0,0.0,-9.06124504818596,14,18,8,3UTR,,0,0
hsa-miR-10a-5p,NM_002609,PDGFRB,3737,3751,0.846153846154,-17.5,1,5.662385e-05,0.324,0.0,0.0,-7.540648113931671,13,14,13,CDS,,0,0
hsa-miR-10b-3p,NM_002609,PDGFRB,5507,5523,0.923076923077,-18.5,1,1.674261e-05,0.441,0.0,0.0,-9.150948515122419,15,16,15,3UTR,,0,0
hsa-miR-181a-5p,NM_002609,PDGFRB,3920,3936,0.923076923077,-18.4,0,0.007866899,0.397,0.0,0.0,-16.85568901730969,15,16,15,3UTR,,0,0
hsa-miR-181a-2-3p,NM_002609,PDGFRB,2699,2718,0.923076923077,-19.6,1,2.703916e-05,0.441,0.0,0.0,-5.618663395431772,15,19,8,CDS,,0,0
hsa-miR-181b-5p,NM_002609,PDGFRB,2379,2401,1.0,-21.6,1,0.0003042677,0.471,0.0,0.0,-14.401049203701035,17,22,12,CDS,,0,0
hsa-miR-181c-5p,NM_002609,PDGFRB,4110,4130,0.846153846154,-20.9,1,8.908825e-08,0.456,0.0,0.0,-10.302657923512111,16,20,10,3UTR,,0,0
hsa-miR-181c-5p,NM_002609,PDGFRB,3376,3393,0.923076923077,-19.0,1,0.0002860374,0.471,0.0,0.0,-8.006085208803555,15,17,11,CDS,,0,0
hsa-miR-182-3p,NM_002609,PDGFRB,4370,4394,1.0,-21.1,1,1.034879e-06,0.397,0.0,0.0,-5.459754139171521,14,17,12,3UTR,,0,0
hsa-miR-183-5p,NM_002609,PDGFRB,2848,2864,0.923076923077,-19.9,1,3.686905e-05,0.456,0.0,0.0,-9.03925358921928,15,16,15,CDS,,0,0
hsa-miR-183-5p,NM_002609,PDGFRB,2878,2904,0.846153846154,-18.7,1,0.0001030636,0.441,0.0,0.0,-7.469185894797857,16,26,7,CDS,,0,0
hsa-miR-183-3p,NM_002609,PDGFRB,3125,3163,0.923076923077,-24.7,1,0.00259944,0.382,0.0,0.0,-9.695854671446662,18,38,13,CDS,,0,0
hsa-miR-183-3p,NM_002609,PDGFRB,5248,5267,1.0,-21.0,1,8.405656e-05,0.382,0.0,0.0,-6.9866589356329305,16,19,7,3UTR,,0,0
hsa-miR-187-3p,NM_002609,PDGFRB,5383,5414,1.0,-26.8,1,3.675378e-06,0.309,0.0,0.0,-7.7817751947826395,17,19,17,3UTR,,0,0
hsa-miR-187-3p,NM_002609,PDGFRB,4417,4440,1.0,-23.9,1,0.07791397,0.397,0.0,0.0,-4.95700071937229,18,23,10,3UTR,,0,0
hsa-miR-199b-5p,NM_002609,PDGFRB,357,380,0.923076923077,-20.7,1,0.0005282876,0.441,0.0,0.0,-9.62023446832827,16,23,6,5UTR,,0,0
hsa-miR-199b-5p,NM_002609,PDGFRB,1759,1777,0.846153846154,-18.3,1,8.552267e-06,0.338,0.0,0.0,-12.627355330840826,16,18,9,CDS,,0,0
hsa-miR-199b-3p,NM_002609,PDGFRB,1123,1142,0.846153846154,-18.4,1,2.147549e-06,0.441,0.0,0.0,-7.793845752870556,17,19,14,CDS,,0,0
hsa-miR-203a-5p,NM_002609,PDGFRB,1725,1748,0.846153846154,-21.5,1,0.01366519,0.412,0.0,0.0,-8.429258759619717,19,23,10,CDS,,0,0
hsa-miR-203a-5p,NM_002609,PDGFRB,522,552,0.846153846154,-21.0,1,0.0002683951,0.426,0.0,0.0,-4.026373917660731,19,30,8,CDS,,0,0
hsa-miR-203a-5p,NM_002609,PDGFRB,1863,1897,0.846153846154,-20.8,1,0.00606337,0.412,0.0,0.0,-4.794414363722071,21,34,8,CDS,,0,0
hsa-miR-204-5p,NM_002609,PDGFRB,5024,5047,0.846153846154,-23.0,1,0.002656985,0.353,0.0,0.0,-12.89840837219847,17,23,7,3UTR,,0,1
hsa-miR-204-5p,NM_002609,PDGFRB,5369,5393,0.846153846154,-22.7,1,2.114201e-05,0.324,0.0,0.0,-12.655836240692615,18,24,7,3UTR,,0,1
hsa-miR-204-5p,NM_002609,PDGFRB,3954,3983,0.923076923077,-22.0,1,0.0005012541,0.324,0.0,0.0,-7.140128146953473,18,29,10,3UTR,,0,1
hsa-miR-204-3p,NM_002609,PDGFRB,4760,4781,0.846153846154,-24.6,1,0.0002528271,0.574,0.0,0.0,-8.719953297831996,16,21,6,3UTR,,0,0
hsa-miR-204-3p,NM_002609,PDGFRB,4994,5015,0.923076923077,-24.0,1,0.0002244109,0.368,0.0,0.0,-13.28766975003662,15,21,9,3UTR,,0,0
hsa-miR-205-5p,NM_002609,PDGFRB,609,663,0.846153846154,-27.8,1,3.256452e-05,0.353,0.0,0.0,-4.993964104447428,20,26,12,CDS,,0,0
hsa-miR-205-5p,NM_002609,PDGFRB,778,797,1.0,-25.6,1,8.894663e-05,0.5,0.0,0.0,-8.127475566073326,16,19,6,CDS,,0,0
hsa-miR-210-5p,NM_002609,PDGFRB,1414,1439,0.846153846154,-25.7,1,0.005742384,0.397,0.0,0.0,-6.106959766537749,16,25,6,CDS,,0,0
hsa-miR-210-3p,NM_002609,PDGFRB,1981,2004,0.923076923077,-27.8,1,1.317313e-05,0.309,0.0,0.0,-7.140128146953473,20,23,10,CDS,,0,0
hsa-miR-210-3p,NM_002609,PDGFRB,1562,1581,0.923076923077,-27.5,1,1.286755e-05,0.353,0.0,0.0,-5.2688803859889095,18,19,18,CDS,,0,0
hsa-miR-211-5p,NM_002609,PDGFRB,1624,1641,1.0,-23.9,1,0.0001010196,0.382,0.0,0.0,-7.803670806344982,16,17,16,CDS,,0,1
hsa-miR-211-5p,NM_002609,PDGFRB,195,228,0.846153846154,-23.5,1,2.636745e-07,0.324,0.0,0.0,-9.037402378581795,16,20,10,5UTR,,0,1
hsa-miR-211-3p,NM_002609,PDGFRB,137,158,1.0,-26.9,1,0.006629228,0.265,0.0,0.0,-9.940866440440265,16,21,6,5UTR,,0,0
hsa-miR-211-3p,NM_002609,PDGFRB,3793,3816,1.0,-26.6,1,0.02292321,0.309,0.0,0.0,-12.941969378745933,17,23,9,3UTR,,0,0
hsa-miR-211-3p,NM_002609,PDGFRB,3170,3197,0.923076923077,-26.0,1,1.558331e-06,0.441,0.0,0.0,-8.683814681824792,18,27,9,CDS,,0,0
hsa-miR-211-3p,NM_002609,PDGFRB,4342,4365,0.846153846154,-24.7,1,0.002036987,0.382,0.0,0.0,-6.283094717113671,16,23,8,3UTR,,0,0
hsa-miR-212-5p,NM_002609,PDGFRB,4355,4399,1.0,-27.6,1,6.19167e-07,0.397,0.0,0.0,-3.793324837357118,19,24,12,3UTR,,0,0
hsa-miR-212-5p,NM_002609,PDGFRB,62,87,1.0,-25.6,1,0.003350789,0.397,0.0,0.0,-5.3856143151281595,19,25,9,5UTR,,0,0
hsa-miR-212-3p,NM_002609,PDGFRB,783,799,1.0,-24.7,1,9.529099e-05,0.485,0.0,0.0,-13.6655996434504,14,16,9,CDS,,0,0
hsa-miR-212-3p,NM_002609,PDGFRB,3327,3356,1.0,-22.6,1,0.0001098248,0.471,0.0,0.0,-4.906073086755913,18,29,10,CDS,,0,0
hsa-miR-181a-3p,NM_002609,PDGFRB,2680,2718,0.846153846154,-21.1,1,2.703916e-05,0.441,0.0,0.0,-5.3856143151281595,16,20,8,CDS,,0,0
hsa-miR-214-5p,NM_002609,PDGFRB,929,952,0.846153846154,-22.2,1,7.167188e-05,0.426,0.0,0.0,-10.003942407985432,17,23,6,CDS,,0,0
