mirnaid,refseqid,genesymbol,start,end,bindingp,energy,seed,accessibility,au,phylopstem,phylopflank,me,number_of_pairings,binding_region_length,longest_consecutive_pairings,position,validated,TargetScan,miRDB
hsa-miR-92a-3p,NM_006749,SLC20A2,309,359,0.923076923077,-28.1,1,1.401004e-08,0.206,0.0,0.0,-12.893365778234283,16,19,12,5UTR,,0,0
hsa-miR-92a-2-5p,NM_006749,SLC20A2,2179,2207,0.846153846154,-22.4,1,0.0001519199,0.485,0.0,0.0,-8.019827316048655,20,28,7,CDS,,0,0
hsa-miR-92a-2-5p,NM_006749,SLC20A2,186,205,0.846153846154,-22.6,1,0.0001922775,0.294,0.0,0.0,-8.237904470243807,14,19,6,5UTR,,0,0
hsa-miR-92a-2-5p,NM_006749,SLC20A2,1496,1519,0.923076923077,-22.2,1,2.724282e-05,0.368,0.0,0.0,-9.06124504818596,18,23,8,CDS,,0,0
hsa-miR-93-5p,NM_006749,SLC20A2,1561,1602,0.846153846154,-21.8,1,0.008450953,0.368,0.0,0.0,-7.757046662006918,16,23,6,CDS,,0,0
hsa-miR-93-3p,NM_006749,SLC20A2,925,964,0.923076923077,-23.7,1,5.87437e-06,0.456,0.0,0.0,-3.793324837357118,20,39,8,CDS,,0,0
hsa-miR-93-3p,NM_006749,SLC20A2,2646,2672,0.923076923077,-21.9,1,0.01828185,0.441,0.0,0.0,-9.551605062602114,17,26,9,3UTR,,0,0
hsa-miR-95-3p,NM_006749,SLC20A2,2455,2472,0.923076923077,-18.8,1,3.04014e-06,0.324,0.0,0.0,-13.949755436480046,15,17,11,CDS,,0,0
hsa-miR-96-5p,NM_006749,SLC20A2,2678,2693,0.923076923077,-20.2,1,1.622155e-07,0.382,0.0,0.0,-6.013390377618052,13,15,7,3UTR,,0,0
hsa-miR-96-3p,NM_006749,SLC20A2,204,222,0.923076923077,-19.7,1,0.0001995953,0.265,0.0,0.0,-4.1706235265052785,15,18,13,5UTR,,0,0
hsa-miR-98-5p,NM_006749,SLC20A2,2706,2745,0.846153846154,-17.7,1,0.007160012,0.368,0.0,0.0,-6.3252700442346725,12,16,7,3UTR,,0,0
hsa-miR-99a-5p,NM_006749,SLC20A2,2291,2314,0.884615384615,-23.8,1,2.069902e-08,0.412,0.0,0.0,-7.091008560868949,18,23,7,CDS,,0,0
hsa-miR-100-5p,NM_006749,SLC20A2,2291,2314,0.884615384615,-23.8,1,2.069902e-08,0.412,0.0,0.0,-7.091008560868949,18,23,7,CDS,,0,0
hsa-miR-100-3p,NM_006749,SLC20A2,1059,1079,0.846153846154,-17.3,1,0.001001108,0.544,0.0,0.0,-6.484258455685908,18,20,14,CDS,,0,0
hsa-miR-101-3p,NM_006749,SLC20A2,3097,3140,0.846153846154,-18.7,1,1.348601e-06,0.368,0.0,0.0,-5.962462745001676,16,20,13,3UTR,,0,1
hsa-miR-103a-2-5p,NM_006749,SLC20A2,2002,2025,0.820512820513,-24.1,1,0.000455367,0.294,0.0,0.0,-7.52560118544185,19,23,11,CDS,,0,1
hsa-miR-103a-3p,NM_006749,SLC20A2,712,747,0.846153846154,-21.6,1,1.892061e-05,0.485,0.0,0.0,-3.793324837357118,21,35,10,CDS,,1,1
hsa-miR-103a-1-5p,NM_006749,SLC20A2,2002,2025,0.820512820513,-24.1,1,0.000455367,0.294,0.0,0.0,-7.52560118544185,19,23,11,CDS,,0,1
hsa-miR-105-5p,NM_006749,SLC20A2,660,679,1.0,-19.6,1,0.0007520124,0.559,0.0,0.0,-9.286098677140124,18,19,18,CDS,,0,0
hsa-miR-105-3p,NM_006749,SLC20A2,337,370,0.923076923077,-24.3,1,1.306916e-06,0.221,0.0,0.0,-7.2379701334214825,17,22,9,5UTR,,0,0
hsa-miR-106a-5p,NM_006749,SLC20A2,1001,1021,1.0,-22.1,1,6.924405e-05,0.5,0.0,0.0,-8.415498954871785,17,20,13,CDS,,0,0
hsa-miR-106a-5p,NM_006749,SLC20A2,2551,2572,0.923076923077,-22.2,1,6.99599e-06,0.412,0.0,0.0,-7.9900957423105305,16,21,6,CDS,,0,0
hsa-miR-107,NM_006749,SLC20A2,2197,2215,0.923076923077,-23.3,1,1.204204e-06,0.485,0.0,0.0,-11.113218309998182,17,18,17,CDS,,1,1
hsa-miR-192-3p,NM_006749,SLC20A2,780,796,0.923076923077,-19.8,1,6.350734e-05,0.5,0.0,0.0,-17.15656306911961,14,16,7,CDS,,0,0
hsa-miR-196a-1-3p,NM_006749,SLC20A2,2646,2664,0.846153846154,-20.1,1,0.00480744,0.426,0.0,0.0,-9.861343503275094,15,18,8,3UTR,,0,0
hsa-miR-197-5p,NM_006749,SLC20A2,2719,2744,0.923076923077,-28.6,1,0.007087439,0.382,0.0,0.0,-5.3856143151281595,20,25,10,3UTR,,0,0
hsa-miR-197-3p,NM_006749,SLC20A2,2306,2323,1.0,-25.1,1,9.22402e-06,0.397,0.0,0.0,-13.898648723754015,15,17,12,CDS,,0,1
hsa-miR-197-3p,NM_006749,SLC20A2,2444,2468,0.923076923077,-23.9,1,6.067766e-06,0.324,0.0,0.0,-11.207409090692002,17,24,8,CDS,,0,1
hsa-miR-197-3p,NM_006749,SLC20A2,2067,2091,0.846153846154,-21.9,1,0.02019723,0.368,0.0,0.0,-8.746332336335787,18,24,8,CDS,,0,1
hsa-miR-198,NM_006749,SLC20A2,1261,1300,1.0,-30.9,1,1.670641e-06,0.397,0.0,0.0,-5.7143100613765965,19,26,7,CDS,,0,0
hsa-miR-199a-5p,NM_006749,SLC20A2,1522,1545,0.923076923077,-23.7,1,0.003175912,0.324,0.0,0.0,-12.873838392506407,17,23,9,CDS,,0,0
hsa-miR-199a-5p,NM_006749,SLC20A2,3538,3558,0.846153846154,-21.9,1,8.925038e-06,0.485,0.0,0.0,-7.803670806344982,18,20,13,3UTR,,0,0
hsa-miR-208a-5p,NM_006749,SLC20A2,3141,3163,0.923076923077,-24.5,1,3.829397e-05,0.471,0.0,0.0,-5.915530474780478,18,22,9,3UTR,,0,0
hsa-miR-208a-5p,NM_006749,SLC20A2,2463,2487,0.846153846154,-23.8,1,1.258617e-05,0.309,0.0,0.0,-8.056611621014136,19,24,9,CDS,,0,0
hsa-miR-208a-5p,NM_006749,SLC20A2,1965,1986,0.846153846154,-23.9,1,0.0001259862,0.338,0.0,0.0,-6.934956747951103,17,21,7,CDS,,0,0
hsa-miR-129-5p,NM_006749,SLC20A2,2766,2791,1.0,-23.3,1,1.846379e-06,0.441,0.0,0.0,-3.793324837357118,17,22,15,3UTR,,0,0
hsa-miR-129-5p,NM_006749,SLC20A2,2021,2063,0.923076923077,-23.7,1,0.003201027,0.309,0.0,0.0,-6.7623489216120145,19,31,13,CDS,,0,0
hsa-miR-129-1-3p,NM_006749,SLC20A2,3533,3543,1.0,-18.0,1,3.009516e-05,0.471,0.0,0.0,-11.418273199709544,9,10,9,3UTR,,0,0
hsa-miR-30c-2-3p,NM_006749,SLC20A2,2610,2632,1.0,-22.4,1,0.07144866,0.544,0.0,0.0,-6.818994536638949,17,22,12,CDS,,0,0
hsa-miR-30c-2-3p,NM_006749,SLC20A2,1268,1290,0.923076923077,-21.8,1,0.03013541,0.441,0.0,0.0,-5.925499359926538,16,22,6,CDS,,0,0
hsa-miR-30d-3p,NM_006749,SLC20A2,2244,2266,0.961538461538,-21.4,1,2.160705e-06,0.456,0.0,0.0,-10.515061109192176,15,22,10,CDS,,0,0
hsa-miR-30d-3p,NM_006749,SLC20A2,1414,1434,0.846153846154,-17.4,1,0.0002030145,0.529,0.0,0.0,-5.838533207394711,19,20,19,CDS,,0,0
hsa-miR-139-5p,NM_006749,SLC20A2,2640,2690,1.0,-27.4,1,1.533329e-06,0.368,0.0,0.0,-4.95700071937229,18,21,15,3UTR,,0,0
hsa-miR-139-5p,NM_006749,SLC20A2,12,39,0.846153846154,-26.6,1,0.0002530296,0.412,0.0,0.0,-10.395704327334853,18,22,11,5UTR,,0,0
hsa-miR-139-3p,NM_006749,SLC20A2,1924,1946,0.923076923077,-25.7,1,0.0007920829,0.397,0.0,0.0,-8.648548035175398,18,22,9,CDS,,0,0
hsa-miR-147a,NM_006749,SLC20A2,2428,2446,0.846153846154,-19.2,1,0.0006019901,0.338,0.0,0.0,-9.294294128489573,15,18,12,CDS,,0,0
hsa-miR-147a,NM_006749,SLC20A2,2751,2770,0.923076923077,-18.9,1,0.01051748,0.382,0.0,0.0,-13.252617460729596,14,19,8,3UTR,,0,0
hsa-miR-34a-5p,NM_006749,SLC20A2,2725,2762,0.846153846154,-21.1,1,0.0006657815,0.382,0.0,0.0,-9.283231650341488,20,37,10,3UTR,,0,0
hsa-miR-34a-5p,NM_006749,SLC20A2,1567,1607,0.807692307692,-20.9,1,0.001596638,0.412,0.0,0.0,-7.139934634634077,17,24,8,CDS,,0,0
hsa-miR-181b-5p,NM_006749,SLC20A2,2133,2179,1.0,-25.5,1,4.557531e-07,0.412,0.0,0.0,-4.95700071937229,20,23,17,CDS,,0,0
hsa-miR-181c-3p,NM_006749,SLC20A2,2426,2466,0.923076923077,-24.1,1,4.19867e-06,0.309,0.0,0.0,-3.793324837357118,19,40,8,CDS,,0,0
hsa-miR-182-5p,NM_006749,SLC20A2,1472,1492,0.846153846154,-18.6,1,0.0003827414,0.471,0.0,0.0,-7.219708015936543,15,20,7,CDS,,0,0
hsa-miR-183-5p,NM_006749,SLC20A2,1842,1853,1.0,-19.2,1,6.673129e-07,0.368,0.0,0.0,-10.515061109192176,10,11,10,CDS,,0,0
hsa-miR-183-5p,NM_006749,SLC20A2,1476,1490,1.0,-19.7,1,0.0008298396,0.485,0.0,0.0,-5.925499359926538,12,14,7,CDS,,0,0
hsa-miR-183-3p,NM_006749,SLC20A2,1345,1362,1.0,-21.6,0,0.0006747981,0.485,0.0,0.0,-15.566558404643448,15,17,12,CDS,,0,0
hsa-miR-187-5p,NM_006749,SLC20A2,2139,2206,0.846153846154,-23.6,1,0.0003010272,0.471,0.0,0.0,-7.794895910253615,20,67,8,CDS,,0,0
hsa-miR-187-3p,NM_006749,SLC20A2,1578,1601,0.923076923077,-24.6,1,0.0004617591,0.382,0.0,0.0,-6.199507187700468,18,23,7,CDS,,0,0
hsa-miR-187-3p,NM_006749,SLC20A2,1519,1539,0.846153846154,-24.0,1,0.0005894093,0.324,0.0,0.0,-10.31854436251294,15,20,6,CDS,,0,0
hsa-miR-187-3p,NM_006749,SLC20A2,1787,1807,0.923076923077,-23.1,1,0.0003277669,0.426,0.0,0.0,-13.302902399131563,16,20,8,CDS,,0,0
hsa-miR-199b-5p,NM_006749,SLC20A2,1522,1545,0.923076923077,-25.0,1,0.003175912,0.324,0.0,0.0,-11.631331924178227,18,23,10,CDS,,0,0
hsa-miR-204-5p,NM_006749,SLC20A2,3124,3154,0.846153846154,-26.6,1,0.007198945,0.412,0.0,0.0,-5.694283598550164,18,22,12,3UTR,,0,0
hsa-miR-204-3p,NM_006749,SLC20A2,1184,1203,0.846153846154,-22.3,1,8.024647e-05,0.5,0.0,0.0,-14.006057095815178,13,19,6,CDS,,0,0
hsa-miR-205-5p,NM_006749,SLC20A2,767,793,0.884615384615,-23.9,1,2.412556e-05,0.515,0.0,0.0,-5.035831305685297,19,26,11,CDS,,0,0
hsa-miR-205-3p,NM_006749,SLC20A2,3753,3779,0.846153846154,-19.2,1,0.0002718656,0.471,0.0,0.0,-7.517426836101634,17,21,11,3UTR,,0,0
hsa-miR-210-5p,NM_006749,SLC20A2,1971,1986,1.0,-25.9,1,0.0001259862,0.338,0.0,0.0,-8.968751670415353,13,15,10,CDS,,0,0
hsa-miR-210-3p,NM_006749,SLC20A2,2563,2598,0.846153846154,-25.3,1,9.279535e-06,0.544,0.0,0.0,-3.937574446201665,22,35,9,CDS,,0,0
hsa-miR-210-3p,NM_006749,SLC20A2,2257,2297,1.0,-24.4,1,0.005685932,0.441,0.0,0.0,-5.180080914529843,19,38,10,CDS,,0,0
hsa-miR-210-3p,NM_006749,SLC20A2,3489,3529,0.846153846154,-23.6,1,0.02165411,0.471,0.0,0.0,-3.937574446201665,20,40,8,3UTR,,0,0
hsa-miR-211-5p,NM_006749,SLC20A2,1993,2017,0.846153846154,-27.0,1,0.0001557159,0.294,0.0,0.0,-9.185336516991068,20,24,10,CDS,,0,0
hsa-miR-211-5p,NM_006749,SLC20A2,3105,3154,1.0,-24.5,1,0.007198945,0.412,0.0,0.0,-5.694283598550164,17,22,10,3UTR,,0,0
hsa-miR-211-3p,NM_006749,SLC20A2,2504,2553,1.0,-25.5,1,0.00417644,0.368,0.0,0.0,-4.993964104447428,20,49,9,CDS,,0,0
hsa-miR-211-3p,NM_006749,SLC20A2,1310,1334,0.923076923077,-21.0,1,0.01586686,0.471,0.0,0.0,-5.180080914529843,17,24,8,CDS,,0,0
hsa-miR-212-3p,NM_006749,SLC20A2,2465,2499,0.923076923077,-28.0,1,2.399219e-06,0.353,0.0,0.0,-4.95700071937229,19,34,8,CDS,,0,0
hsa-miR-214-5p,NM_006749,SLC20A2,2488,2507,0.846153846154,-21.1,1,4.245752e-06,0.353,0.0,0.0,-10.793782102606874,16,19,10,CDS,,0,0
hsa-miR-214-3p,NM_006749,SLC20A2,1126,1142,1.0,-26.9,1,0.005200866,0.618,0.0,0.0,-5.180080914529843,15,16,15,CDS,,0,0
hsa-miR-215-3p,NM_006749,SLC20A2,2527,2544,0.846153846154,-17.3,1,5.400306e-05,0.368,0.0,0.0,-14.985014105259387,13,17,8,CDS,,0,0
hsa-miR-216a-3p,NM_006749,SLC20A2,362,378,0.923076923077,-21.8,1,7.87754e-05,0.279,0.0,0.0,-13.6655996434504,15,16,15,5UTR,,0,0
hsa-miR-216a-3p,NM_006749,SLC20A2,3386,3401,0.923076923077,-19.4,1,5.342696e-07,0.324,0.0,0.0,-7.993179725124106,13,15,9,3UTR,,0,0
hsa-miR-218-1-3p,NM_006749,SLC20A2,1051,1077,0.846153846154,-20.9,1,0.0005379248,0.544,0.0,0.0,-9.592934641634889,17,26,9,CDS,,0,0
hsa-miR-218-1-3p,NM_006749,SLC20A2,763,787,0.923076923077,-19.7,1,0.0004291606,0.485,0.0,0.0,-5.1900497996759025,19,24,9,CDS,,0,0
hsa-miR-219a-1-3p,NM_006749,SLC20A2,3742,3764,1.0,-23.9,1,6.473411e-05,0.485,0.0,0.0,-6.662782239104412,16,22,8,3UTR,,0,0
hsa-miR-221-3p,NM_006749,SLC20A2,1883,1905,1.0,-24.0,1,3.102282e-05,0.382,0.0,0.0,-8.913451538534543,17,22,8,CDS,,0,0
hsa-miR-221-3p,NM_006749,SLC20A2,2195,2214,0.846153846154,-21.0,1,6.661942e-07,0.471,0.0,0.0,-10.132373509038409,16,19,9,CDS,,0,0
hsa-miR-222-5p,NM_006749,SLC20A2,2260,2306,0.923076923077,-26.8,1,3.038683e-05,0.456,0.0,0.0,-10.206994217676382,18,24,7,CDS,,0,0
hsa-miR-222-3p,NM_006749,SLC20A2,2195,2214,0.923076923077,-26.1,1,6.661942e-07,0.471,0.0,0.0,-8.550105501956237,17,19,10,CDS,,0,0
hsa-miR-224-3p,NM_006749,SLC20A2,834,851,0.923076923077,-22.8,1,0.001859342,0.544,0.0,0.0,-10.789068936966107,16,17,16,CDS,,0,0
hsa-miR-224-3p,NM_006749,SLC20A2,1010,1055,1.0,-19.7,1,0.0006425837,0.529,0.0,0.0,-15.039336308420934,14,20,7,CDS,,0,0
hsa-miR-200b-5p,NM_006749,SLC20A2,1106,1129,0.846153846154,-19.7,1,0.03780908,0.588,0.0,0.0,-12.989592657166373,18,23,11,CDS,,0,0
hsa-miR-200b-5p,NM_006749,SLC20A2,2653,2674,0.923076923077,-19.4,1,0.002490799,0.471,0.0,0.0,-10.602700155542587,17,21,10,3UTR,,0,0
hsa-let-7g-5p,NM_006749,SLC20A2,1209,1228,0.846153846154,-16.9,1,0.0005812254,0.529,0.0,0.0,-8.66051072386539,13,19,9,CDS,,0,0
hsa-let-7g-3p,NM_006749,SLC20A2,2455,2476,0.923076923077,-23.6,1,3.039522e-07,0.309,0.0,0.0,-9.076037894184761,16,21,10,CDS,,0,1
hsa-let-7i-5p,NM_006749,SLC20A2,1199,1228,1.0,-20.4,1,0.0005812254,0.529,0.0,0.0,-8.66051072386539,15,22,9,CDS,,0,0
hsa-let-7i-3p,NM_006749,SLC20A2,2488,2509,0.846153846154,-27.7,1,4.364125e-06,0.368,0.0,0.0,-7.357527171764015,17,21,7,CDS,,0,0
hsa-let-7i-3p,NM_006749,SLC20A2,1966,1990,0.846153846154,-23.9,1,0.003298998,0.338,0.0,0.0,-9.352435384560064,17,24,8,CDS,,0,0
hsa-miR-15b-5p,NM_006749,SLC20A2,3808,3851,0.923076923077,-20.8,1,0.01304877,0.676,0.0,0.0,-6.236470572775607,19,24,11,3UTR,,1,1
hsa-miR-23b-5p,NM_006749,SLC20A2,3124,3164,1.0,-23.3,1,2.267432e-05,0.471,0.0,0.0,-11.398282843874613,15,20,10,3UTR,,0,0
hsa-miR-23b-3p,NM_006749,SLC20A2,2175,2212,1.0,-21.9,1,3.565078e-07,0.471,0.0,0.0,-4.026373917660731,17,23,9,CDS,,0,0
hsa-miR-30b-3p,NM_006749,SLC20A2,392,418,0.846153846154,-23.8,1,1.241819e-05,0.5,0.0,0.0,-6.251209375382295,19,26,6,5UTR,,0,0
hsa-miR-30b-3p,NM_006749,SLC20A2,632,656,0.846153846154,-20.7,1,0.01927797,0.544,0.0,0.0,-7.140128146953473,19,24,10,5UTR,,0,0
hsa-miR-122-5p,NM_006749,SLC20A2,1885,1931,0.846153846154,-25.0,1,0.01403677,0.412,0.0,0.0,-9.59801268497865,18,21,11,CDS,,0,0
hsa-miR-122-3p,NM_006749,SLC20A2,2650,2668,0.846153846154,-18.4,1,0.01182682,0.441,0.0,0.0,-6.963799684058155,15,18,6,3UTR,,0,0
